slug,# GitHub Repos,Date First Commit,Total Stars,Total Forks,Total Contributors,Contributors Last 6 Months,Avg Monthly Active Devs Last 6 Months,# OP Contracts,Date First Txn,Total Onchain Users,Onchain Users Last 6 Months,Total Txns,Total Txn Fees (ETH),Txn Fees Last 6 Months (ETH),# NPM Packages,Date First Download,Total Downloads,Downloads Last 6 Months
eco-association,6,2022-06-13,1.0,4.0,18,8,0.16666666666666666,3,2023-06-12,158,158,690.0,0.0016128031846473188,0.0016128031846473188,0,,,
edgeandnode,26,2021-01-19,116.0,7.0,32,13,1.1666666666666667,0,,0,0,,,,0,,,
endaoment,8,2020-02-14,14.0,3.0,15,4,0.0,3,2023-10-17,4,4,58.0,0.00032813097327245795,0.00032813097327245795,0,,,
erigon-ledgerwatch,14,2013-03-26,2620.0,829.0,991,214,5.0,0,,0,0,,,,0,,,
eth-infinitism-account-abstraction,1,2021-07-25,1170.0,484.0,97,38,0.3333333333333333,1,2023-04-22,315,313,424896.0,21.48046868495818,21.48045926956418,0,,,
eth-limo,4,2022-08-25,33.0,4.0,4,3,0.0,0,,0,0,,,,0,,,
ether-actor-iainnash,1,2021-10-12,56.0,7.0,5,2,0.0,0,,0,0,,,,0,,,
ethereansos,31,2019-04-19,18.0,11.0,47,1,0.3333333333333333,1,,0,0,,,,0,,,
ethereum-attestation-service,9,2020-10-03,151.0,27.0,49,40,2.1666666666666665,2,2023-07-28,8656,8656,17164.0,0.43206615885878796,0.43206615885878796,0,,,
ethereum-cat-herders,13,2015-10-27,12140.0,5216.0,1343,278,1.5,0,,0,0,,,,0,,,
ethereum-etl-blockchain-etl,1,2018-05-02,2712.0,774.0,224,18,0.16666666666666666,0,,0,0,,,,0,,,
ethereum-on-arm,1,2020-12-15,126.0,29.0,53,8,0.6666666666666666,0,,0,0,,,,0,,,
ethereumbarcelona,2,2023-04-02,,,2,2,0.3333333333333333,0,,0,0,,,,0,,,
ethereumphone,34,2013-06-21,8.0,2.0,175,5,0.5,0,,0,0,,,,0,,,
ethernaut-openzeppelin,2,2017-11-16,1732.0,623.0,227,16,0.3333333333333333,0,,0,0,,,,0,,,
ethernautdao,12,2021-07-15,138.0,23.0,30,2,1.3333333333333333,0,,0,0,,,,0,,,
ethers-io,29,2016-05-03,7130.0,1741.0,1806,185,1.1666666666666667,0,,0,0,,,,1,2017-04-05,117825351.0,29368456.0
etherscore,0,,,,0,0,,0,,0,0,,,,0,,,
ethglobal,8,2018-09-18,8.0,6.0,33,4,0.0,0,,0,0,,,,0,,,
ethhub-io,2,2018-09-15,867.0,662.0,232,0,,0,,0,0,,,,0,,,
ethstaker,10,2020-09-15,357.0,143.0,209,47,2.0,0,,0,0,,,,0,,,
ezkl-zkonduit,9,2022-07-05,642.0,80.0,46,28,2.6666666666666665,0,,0,0,,,,0,,,
f-o-a-m,44,2013-07-04,126.0,24.0,106,7,0.8333333333333334,0,,0,0,,,,0,,,
farcaster-indexer-gskril,1,2022-06-12,94.0,32.0,10,5,0.0,0,,0,0,,,,0,,,
farcaster-py-vrypan,2,2023-10-19,13.0,,2,2,0.16666666666666666,0,,0,0,,,,0,,,
fe-ethereum,1,2019-09-12,1514.0,148.0,65,11,0.0,0,,0,0,,,,0,,,
filosofiacodigo,34,2021-05-02,14.0,10.0,8,2,0.16666666666666666,8,2023-04-17,46,44,508.0,0.005464622155535105,0.005453969321222606,0,,,
findcaster-limone-eth,2,2023-08-09,3.0,3.0,2,2,0.5,0,,0,0,,,,0,,,
flipside-crypto,60,2018-11-30,28.0,24.0,119,43,9.666666666666666,1,2022-12-15,41097,473,103323.0,0.005327641966469785,0.001967258500051453,0,,,
forumdaos,2,2022-11-03,12.0,2.0,2,2,0.16666666666666666,0,,0,0,,,,0,,,
foundry,16,2021-09-05,6806.0,1203.0,1508,552,5.666666666666667,0,,0,0,,,,0,,,
foundry-full-course-f23-cyfrin,1,2023-04-28,1626.0,361.0,50,50,0.6666666666666666,0,,0,0,,,,0,,,
fractal-visions,1,,,,0,0,,0,,0,0,,,,0,,,
frame-floating,1,2018-03-09,962.0,139.0,199,29,0.3333333333333333,0,,0,0,,,,0,,,
g7dao,24,2022-03-26,54.0,15.0,28,7,0.3333333333333333,0,,0,0,,,,0,,,
galxe,13,2021-09-14,93.0,98.0,38,14,0.3333333333333333,7,2022-07-18,677539,200502,6066334.0,7.404012052412319,6.975134278532525,0,,,
gashawk-corpus-io,2,2022-08-11,5.0,2.0,3,1,,0,,0,0,,,,0,,,
gaslitedrop-poppunkllc,1,2023-09-13,29.0,6.0,5,5,0.0,1,,0,0,,,,0,,,
gelato,120,2019-06-17,233.0,37.0,102,24,2.1666666666666665,47,2022-01-21,4126,3535,521828.0,2.09078114300327,2.0406062855755227,0,,,
geo-web,34,2020-07-10,22.0,15.0,35,8,1.0,17,2022-12-13,93,51,329.0,0.004493081108754335,0.003228879292044705,0,,,
gitcoin,104,2015-10-16,1745.0,877.0,1829,111,13.666666666666666,66,2022-08-02,54234,54090,157044.0,1.2141771969849104,1.2140518228267239,0,,,
givepraise,11,2021-09-27,27.0,16.0,36,15,2.0,0,,0,0,,,,0,,,
givestation,4,2022-01-10,3.0,2.0,6,1,0.16666666666666666,0,,0,0,,,,0,,,
giveth,108,2014-08-07,650.0,305.0,368,46,8.5,0,,0,0,,,,0,,,
go-ethereum,1,2014-01-10,44009.0,18864.0,4944,391,1.3333333333333333,0,,0,0,,,,0,,,
go-ethereum-hdwallet-miguelmota,1,2018-07-11,439.0,226.0,7,2,0.0,0,,0,0,,,,0,,,
goerli-eth-clients,2,2018-09-07,428.0,128.0,158,66,0.16666666666666666,0,,0,0,,,,0,,,
goplussecurity,8,2023-01-03,18.0,7.0,16,15,1.0,0,,0,0,,,,0,,,
gov-w3hc,2,2022-10-11,5.0,2.0,2,1,0.16666666666666666,1,2023-03-04,4,4,26.0,2.4105313561588004e-05,2.3291675561588e-05,0,,,
grappafinance,8,2022-05-21,111.0,10.0,7,3,0.8333333333333334,0,,0,0,,,,0,,,
grateful-protocol,3,2022-06-21,,,1,1,0.3333333333333333,1,2023-10-10,6,6,137.0,0.005941555674559742,0.005941555674559742,0,,,
growthepie,4,2023-02-01,4.0,2.0,10,9,3.0,0,,0,0,,,,0,,,
hardhat-nomicfoundation,2,2018-05-25,6297.0,1270.0,1439,186,4.166666666666667,0,,0,0,,,,2,2015-02-27,24737652.0,7873406.0
hardhat-tracer-zemse,1,2022-04-12,296.0,30.0,20,9,0.3333333333333333,0,,0,0,,,,1,2021-02-20,604723.0,204529.0
hats-protocol,33,2022-04-27,61.0,20.0,20,13,2.1666666666666665,1,2023-07-11,52,52,334.0,0.07757290078256507,0.07757290078256507,3,2023-07-04,3766.0,3766.0
hausdao,67,2018-11-19,136.0,81.0,119,16,4.333333333333333,2,2023-01-23,34,31,74.0,5.5334615811895024e-05,4.4800221182708e-05,0,,,
hedgey-finance,9,2021-11-16,7.0,7.0,6,1,0.8333333333333334,3,2023-08-08,59,59,87.0,0.0032286346524446567,0.0032286346524446567,0,,,
heno-relief-game-sweetmantech,1,2023-07-25,,,1,1,0.5,0,,0,0,,,,0,,,
hildobby,12,2014-09-19,1006.0,919.0,610,154,7.5,0,,0,0,,,,0,,,
hildr-optimism-java,1,2023-04-25,21.0,3.0,5,3,0.8333333333333334,0,,0,0,,,,0,,,
holograph,8,2022-03-16,80.0,38.0,17,10,2.6666666666666665,2,2022-12-16,25261,25260,27923.0,1.0862483940149916,1.0862483233979083,0,,,
holonym-foundation,28,2022-02-19,3.0,4.0,13,5,1.0,18,2022-12-18,5639,5639,50896.0,3.7951736841116013,3.7949682982222654,0,,,
hop-protocol,23,2020-10-19,2798.0,210.0,206,16,3.1666666666666665,70,2021-11-12,70249,13670,605538.0,0.2952915390202758,0.25463704605788734,0,,,
humpysgold,6,2023-08-18,2.0,1.0,4,4,0.5,0,,0,0,,,,0,,,
hypercerts,3,2022-12-02,65.0,19.0,18,14,1.8333333333333333,3,2023-02-22,40160,36250,134487.0,0.45357364998245336,0.4516437380716587,0,,,
hypeshothq,2,2023-09-14,1.0,,1,1,0.0,1,,0,0,,,,0,,,
idriss-crypto,12,2021-10-20,120.0,14.0,17,4,0.5,1,2023-08-08,174,174,996.0,0.00935678659567255,0.00935678659567255,0,,,
impersonator-eth,5,2021-08-21,215.0,41.0,15,4,0.16666666666666666,0,,0,0,,,,0,,,
indexsupply,2,2023-10-10,77.0,8.0,1,1,0.0,0,,0,0,,,,0,,,
infinitywallet,69,2011-08-31,23.0,26.0,688,9,0.16666666666666666,0,,0,0,,,,0,,,
inverter-network,11,2022-09-08,3.0,1.0,18,9,0.16666666666666666,0,,0,0,,,,0,,,
ipfs,550,2013-12-04,22342.0,3087.0,3694,369,16.5,0,,0,0,,,,0,,,
ipsilon,5,2021-09-23,13.0,2.0,7,5,0.0,0,,0,0,,,,0,,,
itu-blockchain,38,2021-03-22,258.0,71.0,34,13,1.8333333333333333,1,,0,0,,,,0,,,
jefetoken,6,2021-12-07,1.0,,2,2,0.0,0,,0,0,,,,0,,,
jiffy-labs,7,2022-12-02,14.0,10.0,20,10,1.3333333333333333,0,,0,0,,,,0,,,
jobstash,1,2023-08-08,,,1,1,0.0,0,,0,0,,,,0,,,
justcause-smeee23,2,2021-09-14,2.0,1.0,3,1,0.6666666666666666,1,2023-09-05,7,7,110.0,0.007271349380393644,0.007271349380393644,0,,,
kairosresearch,4,2023-03-27,,,18,17,1.6666666666666667,0,,0,0,,,,0,,,
kernel-community,16,2019-01-19,72.0,48.0,146,8,0.8333333333333334,0,,0,0,,,,0,,,
keyring-so,1,2023-06-01,2.0,,2,2,0.8333333333333334,0,,0,0,,,,0,,,
kiwi-news-attestate,3,2021-12-21,34.0,12.0,14,9,1.6666666666666667,1,2023-07-11,56,56,134.0,0.0001587603564089599,0.0001587603564089599,0,,,
kredeum,17,2021-01-14,14.0,13.0,15,3,0.16666666666666666,3,2022-11-01,11,11,23.0,0.000163471216556314,0.000162495288556314,0,,,
kromatika-finance,7,2021-10-07,3.0,5.0,13,3,0.16666666666666666,25,2021-11-21,2309,901,23279.0,0.12748865522303368,0.12565408071287448,0,,,
kwenta,22,2020-08-18,118.0,142.0,107,34,6.166666666666667,77,2022-02-27,132381,10825,563403.0,22.557444423392823,22.478230421178875,0,,,
l2beat,10,2020-05-05,385.0,239.0,202,76,6.666666666666667,0,,0,0,,,,0,,,
l2planet,4,2022-07-08,1.0,1.0,9,0,,0,,0,0,,,,0,,,
latticexyz,22,2021-09-04,536.0,140.0,127,69,4.166666666666667,0,,0,0,,,,0,,,
learnweb3dao,80,2021-12-13,167.0,93.0,226,14,0.6666666666666666,0,,0,0,,,,0,,,
lexdao,98,2019-10-15,174.0,43.0,77,11,1.0,0,,0,0,,,,0,,,
libp2p,234,2014-03-11,5465.0,1023.0,1642,253,11.0,0,,0,0,,,,0,,,
lighthouse-sigp,1,2018-07-06,2559.0,643.0,502,91,0.16666666666666666,0,,0,0,,,,0,,,
limechain,121,2017-11-13,192.0,46.0,204,38,1.8333333333333333,0,,0,0,,,,0,,,
llamafolio,6,2022-06-27,110.0,23.0,16,7,3.0,0,,0,0,,,,0,,,
lodestar-chainsafe,1,2018-06-22,974.0,245.0,181,42,2.6666666666666665,0,,0,0,,,,0,,,
lxdao-official,57,2021-11-21,272.0,130.0,70,34,9.0,0,,0,0,,,,3,2023-02-02,2611.0,1870.0
lyra-finance,19,2021-05-26,96.0,50.0,34,7,0.5,364,2021-12-13,63035,4504,637147.0,7.323335049610251,6.770571006261414,0,,,
mechanism-institute,1,2023-07-03,1.0,,1,1,0.16666666666666666,0,,0,0,,,,0,,,
mesoreefdao,0,,,,0,0,,0,,0,0,,,,0,,,
metagov,34,2019-12-15,70.0,18.0,69,19,1.8333333333333333,3,2023-09-04,2,2,2.0,2.230734003e-09,2.230734003e-09,0,,,
metricsdao,9,2021-11-03,12.0,8.0,79,20,1.0,0,,0,0,,,,0,,,
mirror,4,2020-10-28,457.0,52.0,19,5,0.16666666666666666,46,2022-01-19,46431,33252,102705.0,0.24644875562845212,0.22236641721962402,0,,,
moonwell-fi,9,2022-02-26,5.0,5.0,18,9,1.5,0,,0,0,,,,0,,,
mosaicfun,2,2023-06-22,,1.0,3,3,0.5,1,2023-08-22,997,997,1225.0,0.0035384800472587487,0.0035384800472587487,0,,,
nacion-bankless,1,2023-08-14,1.0,,1,1,0.0,0,,0,0,,,,0,,,
nethermindeth,112,2017-01-04,998.0,325.0,1002,222,16.333333333333332,0,,0,0,,,,0,,,
nftearth,53,2023-01-09,3.0,2.0,8,8,2.3333333333333335,21,2023-01-27,5806,37,15894.0,0.002738643972844428,0.0004584193602682138,0,,,
nicenode,6,2022-03-24,133.0,19.0,23,10,1.6666666666666667,0,,0,0,,,,0,,,
nimbus-status-im,1,2018-07-20,457.0,206.0,221,43,3.1666666666666665,0,,0,0,,,,0,,,
nodeguardians,5,2022-06-30,37.0,30.0,24,10,0.5,0,,0,0,,,,0,,,
nouns-ourzora,3,2022-06-08,93.0,28.0,27,12,1.8333333333333333,0,,0,0,,,,0,,,
onchain-reads-matallo,1,2023-08-26,3.0,,2,2,0.0,0,,0,0,,,,0,,,
op-ai-web-asharibali,2,2023-10-12,8.0,,1,1,0.16666666666666666,0,,0,0,,,,0,,,
opdelegate-michael-vander-meiden,1,2023-08-25,,,2,2,0.0,0,,0,0,,,,0,,,
openocean-finance,16,2020-09-03,24.0,18.0,12,2,0.3333333333333333,1,2022-01-20,23038,12641,47177.0,0.40668982284781724,0.3541157998203348,0,,,
opensource-observer,4,2023-07-28,12.0,2.0,7,7,1.8333333333333333,0,,0,0,,,,1,2023-08-08,12420.0,12420.0
openzeppelin,93,2015-07-10,23212.0,11675.0,2285,222,7.833333333333333,0,,0,0,,,,10,2019-07-26,48213235.0,17810227.0
opti-domains,8,2021-04-19,1.0,,28,2,0.5,0,,0,0,,,,0,,,
optimism-box-truffle,1,2021-03-11,24.0,14.0,9,0,,0,,0,0,,,,0,,,
optimism-gas-tracker-buildooor,1,2023-08-28,1.0,,1,1,0.16666666666666666,0,,0,0,,,,0,,,
optimism-prices,1,2023-01-29,10.0,3.0,2,2,0.0,1,,0,0,,,,0,,,
optimism-resource-center-govguide,1,2023-09-23,,,1,1,0.3333333333333333,0,,0,0,,,,0,,,
optinames-optimismresolver,4,2022-06-30,25.0,4.0,1,0,0.0,1,2022-08-10,7671,3895,26301.0,0.9871748078004328,0.9850726145976647,0,,,
otterscan,6,2021-07-01,1055.0,141.0,41,13,2.1666666666666665,0,,0,0,,,,0,,,
pairwise-general-magic,4,2022-11-21,4.0,,12,10,2.0,0,,0,0,,,,0,,,
pheasant-network,2,2022-12-22,112.0,6.0,2,2,0.0,1,2023-09-14,61,61,227.0,0.013029148831047138,0.013029148831047138,0,,,
pin-save-dpytdao,2,2021-11-05,15.0,12.0,7,4,0.8333333333333334,1,2023-10-23,1,1,1.0,8.8979581397538e-05,8.8979581397538e-05,0,,,
plancker-labs,21,2021-06-21,9.0,6.0,21,4,0.5,0,,0,0,,,,0,,,
playmint,3,2022-08-18,15.0,1.0,16,15,6.0,0,,0,0,,,,0,,,
pokt-foundation,63,2017-05-01,14.0,56.0,136,45,5.666666666666667,0,,0,0,,,,0,,,
polynomial-protocol,7,2021-07-09,18.0,1.0,10,4,0.0,188,2022-03-30,76820,8523,384105.0,0.6009482601722477,0.5203671761655034,0,,,
ponder-surveys,1,2023-03-13,5.0,,1,1,0.3333333333333333,0,,0,0,,,,0,,,
prettier-solidity,3,2018-05-15,697.0,74.0,115,12,0.8333333333333334,0,,0,0,,,,1,2018-10-10,8381786.0,2152225.0
project-squallet-refractor-labs,1,2023-02-08,,,3,2,0.0,2,2023-10-17,3,3,9.0,0.00010815446669760001,0.00010815446669760001,0,,,
protocol-guild,277,2013-12-19,44009.0,18864.0,15558,1523,42.333333333333336,0,,0,0,,,,0,,,
public-assembly,30,2022-09-03,26.0,6.0,21,10,2.1666666666666665,0,,0,0,,,,0,,,
punk-domains,49,2022-01-03,12.0,10.0,8,5,1.1666666666666667,25,2022-02-23,441,58,1299.0,0.0003055273146448482,0.00020259402851717598,0,,,
pwnfinance,11,2021-04-09,15.0,6.0,20,13,1.0,0,,0,0,,,,0,,,
pyth-network,27,2018-02-14,122.0,65.0,549,34,3.8333333333333335,9,2022-09-09,11,7,969.0,0.004360991747456043,0.004349520739874043,0,,,
rabbithole,4,2020-09-02,74.0,16.0,23,14,2.3333333333333335,81,2022-08-05,343306,190371,2244809.0,10.29816589081148,10.156569591960984,0,,,
radardao-xyz,12,2022-02-15,2.0,3.0,14,7,1.8333333333333333,0,,0,0,,,,0,,,
radicalxchange,15,2014-07-28,37.0,12.0,78,4,0.0,0,,0,0,,,,0,,,
rainbow,21,2018-03-24,3549.0,537.0,686,195,6.5,5,2022-03-04,3323,1304,21399.0,0.052553005516331616,0.04606912188122001,5,2021-11-01,3821060.0,1793446.0
remix-project,1,2015-07-22,2111.0,858.0,676,76,4.166666666666667,1,2022-04-14,74,33,239.0,0.001920805177769327,0.001879930294728477,0,,,
reth-paradigmxyz,1,2022-09-19,2531.0,523.0,345,258,6.333333333333333,0,,0,0,,,,0,,,
retropgf-hub-fwb-creators,2,2023-06-27,3.0,4.0,5,5,1.1666666666666667,0,,0,0,,,,0,,,
revert-finance,9,2022-02-17,22.0,9.0,6,2,0.3333333333333333,14,2022-07-18,1640,423,105774.0,0.299585407275581,0.28108590127387184,0,,,
revm-bluealloy,1,2021-10-26,1098.0,263.0,112,57,1.0,0,,0,0,,,,0,,,
revoke-cash,6,2019-10-11,553.0,193.0,116,66,1.3333333333333333,0,,0,0,,,,0,,,
revolte-pgrandne,1,2020-11-28,,,2,1,0.0,0,,0,0,,,,0,,,
roll-op-0xfableorg,1,2023-06-16,54.0,11.0,10,10,0.16666666666666666,0,,0,0,,,,0,,,
rotki,19,2017-05-09,2382.0,462.0,469,67,7.333333333333333,0,,0,0,,,,0,,,
rust-kzg-sifraitech,1,2021-09-28,78.0,20.0,24,8,0.0,0,,0,0,,,,0,,,
scope-lift,36,2019-02-04,312.0,79.0,63,20,1.6666666666666667,12,2023-04-18,1,1,64.0,0.007497903116612167,0.007496106674612166,0,,,
scryprotocol,7,2021-06-22,,8.0,3,1,0.16666666666666666,1,2023-05-23,3,3,17.0,0.000268218036655238,0.000268218036655238,0,,,
seamless-protocol,2,2023-10-16,,,1,1,0.0,0,,0,0,,,,0,,,
secureum-race,1,2022-02-19,29.0,13.0,4,2,0.0,0,,0,0,,,,0,,,
seedle-finance,1,2021-05-09,39.0,14.0,10,1,0.0,0,,0,0,,,,0,,,
shapeshift,32,2017-11-30,200.0,176.0,297,35,6.166666666666667,0,,0,0,,,,0,,,
shipyard-software,2,2021-06-22,10.0,,4,2,0.0,9,2022-02-05,118237,24195,1472757.0,0.507488871176054,0.3645342797496419,0,,,
show-karma,16,2021-05-28,,,13,7,3.1666666666666665,0,,0,0,,,,0,,,
slither-crytic,1,2018-09-05,4648.0,868.0,521,88,2.3333333333333335,0,,0,0,,,,0,,,
slugs-protocol-bernatfp,1,2023-10-14,4.0,,1,1,0.0,1,2023-10-22,9683,9683,23235.0,0.13176459535684268,0.13176459535684268,0,,,
smallbraingames,12,2022-11-16,64.0,4.0,16,12,1.6666666666666667,0,,0,0,,,,0,,,
smoldapp,6,2023-01-20,31.0,55.0,58,55,3.1666666666666665,0,,0,0,,,,0,,,
snapshot-labs,73,2020-07-13,4607.0,1990.0,2005,192,11.166666666666666,0,,0,0,,,,0,,,
snekmate,1,2022-07-30,428.0,41.0,17,9,1.0,0,,0,0,,,,0,,,
socket,23,2021-07-05,31.0,9.0,33,19,3.8333333333333335,281,2022-02-08,278250,234173,1460517.0,5.473633712740048,5.439738805546299,1,2022-10-31,37383.0,26821.0
solady-vectorized,1,2022-07-16,1726.0,224.0,62,34,1.1666666666666667,0,,0,0,,,,1,2022-07-16,78886.0,53203.0
solhint-protofire,2,2017-09-11,2477.0,511.0,205,24,0.5,0,,0,0,,,,0,,,
solidity,1,2014-01-03,21163.0,5528.0,1840,122,2.1666666666666665,0,,0,0,,,,0,,,
solidity-analyzer-parmanuxyz,1,2023-07-21,44.0,,1,1,0.3333333333333333,0,,0,0,,,,0,,,
sonne-finance,3,2022-09-12,2.0,3.0,4,3,0.0,99,2022-09-25,36085,17118,677804.0,2.5230320421344925,2.4120721271967036,0,,,
soulwallet,10,2022-05-26,234.0,87.0,30,13,2.6666666666666665,0,,0,0,,,,0,,,
sourcify-ethereum,13,2019-04-24,656.0,344.0,179,55,4.5,0,,0,0,,,,0,,,
spaghetteth,1,2022-06-24,4.0,5.0,9,2,0.0,0,,0,0,,,,0,,,
