date,token,value,readable_date
1671753600,FYETH2303,9322.34472,2022-12-23
1671753600,FYUSDC2212,3982.9371,2022-12-23
1671753600,FYDAI2303,169.36498,2022-12-23
1671753600,FYETH2212,18593.83752,2022-12-23
1671753600,FYUSDC2303,199.70683,2022-12-23
1671753600,FYDAI2212,1248.00168,2022-12-23
1671840000,FYETH2303,9101.53493,2022-12-24
1671840000,FYUSDC2212,3983.37129,2022-12-24
1671840000,FYDAI2303,169.80163,2022-12-24
1671840000,FYETH2212,20203.5945,2022-12-24
1671840000,FYUSDC2303,199.7294,2022-12-24
1671840000,FYDAI2212,1251.1929,2022-12-24
1671926400,FYETH2303,9106.33759,2022-12-25
1671926400,FYUSDC2212,4464.09821,2022-12-25
1671926400,FYDAI2303,169.80292,2022-12-25
1671926400,FYETH2212,19238.3368,2022-12-25
1671926400,FYUSDC2303,199.92813,2022-12-25
1671926400,FYDAI2212,1471.41998,2022-12-25
1672012800,FYETH2303,9080.92922,2022-12-26
1672012800,FYUSDC2212,4332.06666,2022-12-26
1672012800,FYDAI2303,169.63551,2022-12-26
1672012800,FYETH2212,19413.51171,2022-12-26
1672012800,FYUSDC2303,368.23821,2022-12-26
1672012800,FYDAI2212,1469.94585,2022-12-26
1672099200,FYETH2303,9128.4564,2022-12-27
1672099200,FYUSDC2212,4432.88024,2022-12-27
1672099200,FYDAI2303,169.49418,2022-12-27
1672099200,FYETH2212,20548.15142,2022-12-27
1672099200,FYUSDC2303,367.87107,2022-12-27
1672099200,FYDAI2212,1468.55923,2022-12-27
1672185600,FYETH2303,9015.04609,2022-12-28
1672185600,FYUSDC2212,4105.49491,2022-12-28
1672185600,FYDAI2303,390.24935,2022-12-28
1672185600,FYETH2212,20426.59809,2022-12-28
1672185600,FYUSDC2303,367.25734,2022-12-28
1672185600,FYDAI2212,1469.96952,2022-12-28
1672272000,FYETH2303,8890.41249,2022-12-29
1672272000,FYUSDC2212,4968.00529,2022-12-29
1672272000,FYDAI2303,556.4841,2022-12-29
1672272000,FYETH2212,20146.44499,2022-12-29
1672272000,FYUSDC2303,537.30168,2022-12-29
1672272000,FYDAI2212,1637.27493,2022-12-29
1672358400,FYETH2303,9184.36143,2022-12-30
1672358400,FYUSDC2212,7213.26156,2022-12-30
1672358400,FYDAI2303,890.35325,2022-12-30
1672358400,FYETH2212,20886.70416,2022-12-30
1672358400,FYUSDC2303,1048.6665,2022-12-30
1672358400,FYDAI2212,1804.65232,2022-12-30
1672444800,FYETH2303,10084.22192,2022-12-31
1672444800,FYUSDC2212,5344.24466,2022-12-31
1672444800,FYDAI2303,1012.78725,2022-12-31
1672444800,FYETH2212,18464.19525,2022-12-31
1672444800,FYUSDC2303,2885.2247,2022-12-31
1672444800,FYDAI2212,1973.48545,2022-12-31
1672531200,FYETH2303,10764.67335,2023-01-01
1672531200,FYDAI2303,1235.0759,2023-01-01
1672531200,FYUSDC2303,3188.34736,2023-01-01
1672617600,FYETH2303,10786.37346,2023-01-02
1672617600,FYDAI2303,1452.39109,2023-01-02
1672617600,FYUSDC2303,3945.09044,2023-01-02
1672704000,FYETH2303,10969.04099,2023-01-03
1672704000,FYDAI2303,1643.65656,2023-01-03
1672704000,FYUSDC2303,4799.68322,2023-01-03
1672790400,FYETH2303,11235.37894,2023-01-04
1672790400,FYUSDC2212,1536.25,2023-01-04
1672790400,FYDAI2303,1507.23807,2023-01-04
1672790400,FYETH2212,14840.70394,2023-01-04
1672790400,FYUSDC2303,4764.46046,2023-01-04
1672790400,FYDAI2212,1469.94855,2023-01-04
1672963200,FYDAI2303,1899.10713,2023-01-06
1672963200,FYUSDC2212,1136.25,2023-01-06
1672963200,FYETH2303,10869.04886,2023-01-06
1672963200,FYETH2212,14301.99175,2023-01-06
1672963200,FYUSDC2303,20227.08829,2023-01-06
1672963200,FYDAI2212,1470.0,2023-01-06
1673049600,FYUSDC2212,1137.38625,2023-01-07
1673049600,FYETH2303,11827.6786,2023-01-07
1673049600,FYDAI2303,1900.95054,2023-01-07
1673049600,FYETH2212,14526.61538,2023-01-07
1673049600,FYUSDC2303,33496.73833,2023-01-07
1673049600,FYDAI2212,1471.47,2023-01-07
1673136000,FYETH2303,14307.23599,2023-01-08
1673136000,FYDAI2303,1900.75016,2023-01-08
1673136000,FYUSDC2212,1137.38625,2023-01-08
1673136000,FYETH2212,14472.60501,2023-01-08
1673136000,FYUSDC2303,33492.58473,2023-01-08
1673136000,FYDAI2212,1471.47,2023-01-08
1673222400,FYETH2303,13737.11222,2023-01-09
1673222400,FYDAI2303,1901.13561,2023-01-09
1673222400,FYUSDC2212,1136.25,2023-01-09
1673222400,FYETH2212,14459.38173,2023-01-09
1673222400,FYUSDC2303,33460.69838,2023-01-09
1673222400,FYDAI2212,1471.47,2023-01-09
1673308800,FYDAI2303,2121.5012,2023-01-10
1673308800,FYUSDC2212,1137.14447,2023-01-10
1673308800,FYETH2303,18984.88294,2023-01-10
1673308800,FYETH2212,14615.30964,2023-01-10
1673308800,FYUSDC2303,33813.30015,2023-01-10
1673308800,FYDAI2212,1471.25703,2023-01-10
1673395200,FYUSDC2212,1136.26567,2023-01-11
1673395200,FYETH2303,26635.12191,2023-01-11
1673395200,FYDAI2303,2340.32102,2023-01-11
1673395200,FYETH2212,14767.29657,2023-01-11
1673395200,FYUSDC2303,19622.95656,2023-01-11
1673395200,FYDAI2212,1470.0,2023-01-11
1673481600,FYDAI2303,2121.80828,2023-01-12
1673481600,FYUSDC2212,882.13125,2023-01-12
1673481600,FYETH2303,50063.29205,2023-01-12
1673481600,FYETH2212,15367.9108,2023-01-12
1673481600,FYUSDC2303,21013.48665,2023-01-12
1673481600,FYDAI2212,1291.29,2023-01-12
1673568000,FYETH2303,50183.75406,2023-01-13
1673568000,FYUSDC2212,881.18408,2023-01-13
1673568000,FYDAI2303,2118.33299,2023-01-13
1673568000,FYETH2212,15360.70007,2023-01-13
1673568000,FYUSDC2303,21830.74344,2023-01-13
1673568000,FYDAI2212,1287.9618,2023-01-13
1673654400,FYDAI2303,2125.92862,2023-01-14
1673654400,FYUSDC2212,882.13125,2023-01-14
1673654400,FYETH2303,51757.35011,2023-01-14
1673654400,FYETH2212,15753.52833,2023-01-14
1673654400,FYUSDC2303,22504.76784,2023-01-14
1673654400,FYDAI2212,1292.58,2023-01-14
1673740800,FYETH2303,56633.17554,2023-01-15
1673740800,FYUSDC2212,880.73723,2023-01-15
1673740800,FYDAI2303,2120.11544,2023-01-15
1673740800,FYETH2212,16835.00028,2023-01-15
1673740800,FYUSDC2303,25301.79408,2023-01-15
1673740800,FYDAI2212,1289.38983,2023-01-15
1673827200,FYDAI2303,2435.58462,2023-01-16
1673827200,FYUSDC2212,881.60935,2023-01-16
1673827200,FYETH2303,56860.92414,2023-01-16
1673827200,FYETH2212,16525.08532,2023-01-16
1673827200,FYUSDC2303,26111.27526,2023-01-16
1673827200,FYDAI2212,1297.89883,2023-01-16
1673913600,FYDAI2303,2650.89663,2023-01-17
1673913600,FYETH2212,16787.6552,2023-01-17
1673913600,FYDAI2212,1290.0,2023-01-17
1673913600,FYETH2303,58305.4258,2023-01-17
1673913600,FYUSDC2212,711.44036,2023-01-17
1673913600,FYUSDC2303,25980.73659,2023-01-17
1673913600,FYETH2306,314.03739,2023-01-17
1674000000,FYDAI2303,2141.86791,2023-01-18
1674000000,FYETH2212,16394.91632,2023-01-18
1674000000,FYDAI2212,1289.68137,2023-01-18
1674000000,FYUSDC2212,711.16586,2023-01-18
1674000000,FYETH2303,57468.16965,2023-01-18
1674000000,FYUSDC2303,25977.00995,2023-01-18
1674000000,FYETH2306,1939.16043,2023-01-18
1674086400,FYDAI2303,2144.60682,2023-01-19
1674086400,FYETH2212,8272.75253,2023-01-19
1674086400,FYDAI2212,1291.29,2023-01-19
1674086400,FYETH2303,62702.257,2023-01-19
1674086400,FYUSDC2212,712.94827,2023-01-19
1674086400,FYUSDC2303,25821.52954,2023-01-19
