sample_date,display_name,amount
2023-01-12,Aave,141
2023-06-04,Foundry,322
2023-06-04,Offchain Labs,8
2023-06-04,Docker,9
2023-06-04,Hugging Face,119
2023-06-04,Microsoft Azure,224
2023-06-04,Kubernetes,144
2023-06-04,CockroachDB,16
2023-06-04,pandas,33
2023-06-04,Prometheus,8
2023-09-12,Pydantic,41
2023-09-12,Python,211
2023-09-12,The Rust Programming Language,1113
2023-09-12,The Unicode Consortium,77
2023-09-12,Alchemy,5
2023-04-09,Hugging Face,116
2023-04-09,Offchain Labs,2
2023-04-09,Facebook Open Source,88
2023-04-09,NumPy,22
2023-04-09,DefiLlama,76
2023-04-09,Docker,30
2023-04-09,CockroachDB,15
2023-04-09,Kubernetes,123
2023-04-09,Aave,38
2023-04-09,Prometheus,13
2023-04-09,Homebrew,357
2023-04-09,Aave,38
2023-04-09,Pydantic,24
2023-04-09,Internet Archive,19
2023-12-21,CockroachDB,187
2023-12-21,Facebook Open Source,313
2023-12-21,Offchain Labs,63
2023-12-21,Internet Archive,74
2023-12-21,Foundry,1671
2023-07-18,Kubernetes,985
2023-07-18,Foundry,30
2023-07-18,Prometheus,80
2023-07-18,The Unicode Consortium,41
2023-07-18,CockroachDB,333
2023-07-18,pandas,134
2023-07-18,Microsoft Azure,1711
2023-07-18,Hugging Face,483
2023-07-18,The Rust Programming Language,1264
2023-07-18,W3C,286
2023-07-18,Chainlink,154
2023-07-18,Chainlink,77
2023-12-23,NumPy,37
2023-12-23,Homebrew,294
2023-12-23,Hugging Face,103
2023-12-23,Pydantic,13
2023-12-23,Offchain Labs,33
2023-12-23,Foundry,599
2023-12-23,DefiLlama,65
2023-12-23,CockroachDB,6
2023-12-23,Aave,28
2023-05-16,DefiLlama,137
2023-05-16,Foundry,1389
2023-05-16,Homebrew,485
2023-05-16,Aave,61
2023-05-16,Pydantic,84
2023-05-16,CockroachDB,314
2023-05-16,Docker,109
2023-05-16,Vercel,129
2023-05-16,Kubernetes,787
2023-05-16,Aave,61
2023-05-16,Chainlink,280
2023-02-22,Foundry,1662
2023-02-22,NumPy,57
2023-02-22,Chainlink,83
2023-02-22,W3C,317
2023-02-22,Chainlink,209
2023-02-22,Aave,51
2023-02-22,Microsoft Azure,1892
2023-02-22,pandas,99
2023-02-22,Chainlink,209
2023-02-22,Node.js,191
2023-02-22,Vercel,199
2023-02-22,The Unicode Consortium,96
2023-11-26,W3C,73
2023-11-26,Aave,19
2023-11-26,Foundry,633
2023-11-26,The Unicode Consortium,17
2023-11-26,Alchemy,36
2023-03-15,Homebrew,454
2023-03-15,DefiLlama,132
2023-01-30,NumPy,77
2023-01-30,The Rust Programming Language,1245
2023-01-30,pandas,104
2023-01-30,Foundry,1467
2023-01-30,Chainlink,4
2023-01-30,Internet Archive,75
2023-01-30,W3C,236
2023-01-30,Aave,32
2023-01-30,Aave,38
2023-01-30,The Unicode Consortium,78
2023-01-30,Prometheus,20
2023-01-30,Vercel,94
2023-01-30,Chainlink,47
2023-01-30,Kubernetes,847
2023-01-30,Python,184
2023-01-30,Microsoft Azure,1478
2023-01-30,Foundry,44
2023-01-30,Foundry,1467
2023-02-15,Aave,86
2023-02-15,Python,192
2023-02-15,Foundry,18
2023-02-15,DefiLlama,113
2023-02-15,Hugging Face,404
2023-02-15,Microsoft Azure,1964
2023-02-15,Aave,74
2023-02-15,Chainlink,160
2023-02-15,The Unicode Consortium,96
2023-02-15,Facebook Open Source,455
2023-02-15,Node.js,99
2023-02-15,pandas,134
2023-02-15,Offchain Labs,33
2023-02-15,The Rust Programming Language,1486
2023-04-21,Facebook Open Source,541
2023-04-21,The Rust Programming Language,1238
2023-04-21,Hugging Face,367
2023-04-21,Pydantic,15
2023-04-21,Homebrew,512
2023-07-30,Pydantic,25
2023-07-30,Aave,22
2023-07-30,Prometheus,10
2023-07-30,The Rust Programming Language,1057
2023-07-30,Chainlink,122
2023-07-30,Foundry,437
2023-07-30,Docker,25
2023-07-30,Hugging Face,109
2023-07-30,Offchain Labs,6
2023-07-30,DefiLlama,79
2023-07-30,Aave,25
2023-05-28,The Unicode Consortium,9
2023-05-28,Hugging Face,126
2023-05-28,Offchain Labs,5
2023-05-28,Aave,24
2023-05-28,The Rust Programming Language,891
2023-05-28,Node.js,95
2023-05-28,Facebook Open Source,96
2023-05-28,pandas,40
2023-05-28,Homebrew,269
2023-05-28,NumPy,32
2023-05-28,Aave,24
2023-05-28,Foundry,22
2023-05-28,DefiLlama,37
2023-05-28,Prometheus,47
2023-05-28,Pydantic,46
2023-05-28,Foundry,273
2023-05-28,EigenLayer,4
2023-05-28,Internet Archive,14
2023-05-28,Kubernetes,98
2023-05-28,Python,109
2023-09-05,Internet Archive,47
2023-09-05,The Unicode Consortium,70
2023-09-05,Microsoft Azure,1380
2023-09-05,Hugging Face,411
2023-09-05,pandas,72
2023-09-05,Aave,46
2023-09-05,CockroachDB,226
2023-09-05,DefiLlama,154
2023-09-05,Docker,121
2023-09-05,Chainlink,201
2023-09-05,Facebook Open Source,457
2023-09-05,Offchain Labs,56
2023-09-05,Node.js,153
2023-05-07,Foundry,348
2023-05-07,Aave,47
2023-05-01,The Rust Programming Language,1408
2023-05-01,Hugging Face,237
2023-05-01,Aave,46
2023-05-01,The Unicode Consortium,27
2023-05-01,Microsoft Azure,1124
2023-05-01,Chainlink,124
2023-05-01,Node.js,194
2023-08-30,DefiLlama,116
2023-08-30,Foundry,1837
2023-08-30,NumPy,54
2023-08-30,Alchemy,6
2023-08-30,Foundry,106
2023-11-19,Internet Archive,4
2023-11-19,Docker,35
2023-11-19,CockroachDB,20
2023-11-19,Vercel,55
2023-11-19,Chainlink,6
2023-11-19,Microsoft Azure,253
2023-11-19,pandas,34
2023-11-19,Facebook Open Source,63
2023-11-19,The Unicode Consortium,8
2023-11-19,Aave,26
2023-11-19,Node.js,142
2023-11-19,Chainlink,16
2023-11-19,The Rust Programming Language,1090
2023-04-12,Aave,62
2023-04-12,Vercel,134
2023-04-12,W3C,313
2023-04-12,Aave,55
2023-04-12,Chainlink,75
2023-04-12,Microsoft Azure,1547
2023-04-12,The Unicode Consortium,60
2023-04-12,CockroachDB,184
2023-04-12,Docker,125
2023-04-12,Node.js,200
2023-04-12,Hugging Face,389
2023-04-12,Facebook Open Source,487
2023-04-12,Offchain Labs,60
2023-04-12,The Rust Programming Language,1547
2023-04-12,pandas,105
2023-10-06,Prometheus,47
2023-10-06,The Rust Programming Language,1701
2023-10-06,Homebrew,499
2023-10-06,CockroachDB,217
2023-10-06,pandas,67
2023-10-06,Aave,46
2023-10-06,DefiLlama,118
2023-07-21,The Unicode Consortium,50
2023-07-21,Microsoft Azure,1583
2023-07-21,Offchain Labs,26
2023-07-21,NumPy,44
2023-07-21,Vercel,179
2023-07-21,Aave,10
2023-07-21,Foundry,55
2023-07-21,Chainlink,112
2023-07-21,pandas,52
2023-06-07,Homebrew,580
2023-06-07,pandas,60
2023-06-07,Chainlink,263
2023-06-07,NumPy,11
2023-06-07,W3C,323
2023-06-07,Foundry,1671
2023-06-07,Internet Archive,26
2023-06-07,Aave,53
2023-06-07,EigenLayer,27
2023-06-07,DefiLlama,116
2023-06-07,Aave,53
2023-06-07,Foundry,1671
2023-06-07,CockroachDB,234
2023-06-07,Docker,114
2023-06-28,Homebrew,349
2023-06-28,The Rust Programming Language,1357
2023-06-28,Python,145
2023-06-28,Node.js,164
2023-02-08,Foundry,33
2023-02-08,The Rust Programming Language,1450
2023-02-08,Python,218
2023-02-08,Prometheus,32
2023-02-27,Node.js,106
2023-02-27,Hugging Face,352
2023-02-27,The Rust Programming Language,1007
2023-02-27,Aave,47
2023-02-27,Aave,47
2023-02-27,CockroachDB,172
2023-02-27,Docker,114
2023-02-27,Internet Archive,18
2023-02-27,Foundry,1227
2023-02-27,Chainlink,132
2023-11-19,Homebrew,301
2023-10-06,Python,186
2023-10-06,Chainlink,156
2023-10-06,Chainlink,156
2023-10-06,EigenLayer,112
2023-10-06,Aave,46
2023-10-06,Microsoft Azure,1340
2023-10-06,Foundry,1835
2023-10-06,The Unicode Consortium,39
2023-10-06,Kubernetes,524
2023-10-06,Chainlink,62
2023-10-06,Alchemy,19
2023-10-06,W3C,287
2023-10-06,NumPy,43
2023-10-06,Vercel,156
2023-10-06,Foundry,95
2023-06-07,The Rust Programming Language,1033
2023-06-07,Facebook Open Source,408
2023-06-07,Pydantic,57
2023-06-07,The Unicode Consortium,64
2023-06-07,Hugging Face,419
2023-02-08,Pydantic,13
2023-02-08,Foundry,1212
2023-02-08,Chainlink,131
2023-02-08,pandas,115
2023-02-08,Vercel,143
2023-02-08,W3C,344
2023-02-08,NumPy,40
2023-02-08,Chainlink,49
2023-02-08,The Unicode Consortium,47
2023-02-08,Microsoft Azure,2082
2023-02-08,Chainlink,131
2023-02-08,Node.js,168
2023-02-08,Aave,46
2023-05-19,Node.js,154
2023-05-19,Prometheus,26
2023-09-17,Foundry,430
2023-09-17,Internet Archive,9
2023-09-17,Chainlink,12
2023-09-17,W3C,61
2023-09-17,Vercel,72
2023-09-17,Chainlink,25
2023-09-17,Chainlink,25
2023-09-17,NumPy,27
2023-09-17,Microsoft Azure,237
2023-09-17,The Unicode Consortium,3
2023-09-17,Aave,18
2023-08-27,Chainlink,9
2023-08-27,Python,131
2023-08-27,Homebrew,261
2023-08-27,NumPy,35
2023-08-27,Foundry,558
2023-08-27,Alchemy,2
2023-08-27,The Rust Programming Language,923
2023-08-27,Foundry,22
2023-08-27,Node.js,94
2023-08-27,Microsoft Azure,156
2023-08-27,The Unicode Consortium,29
2023-08-27,Aave,23
2023-08-21,Foundry,1653
2023-08-21,Internet Archive,31
2023-06-03,Microsoft Azure,281
2023-06-03,Offchain Labs,2
2023-06-03,Aave,5
2023-06-03,Kubernetes,168
2023-06-03,Facebook Open Source,138
2023-06-03,Hugging Face,116
2023-06-03,Prometheus,6
2023-06-03,The Unicode Consortium,29
2023-06-03,Python,55
2023-09-11,Docker,146
2023-09-11,Node.js,186
2023-09-11,Pydantic,71
2023-08-29,EigenLayer,5
2023-08-29,DefiLlama,163
2023-08-29,Foundry,1751
2023-08-29,Chainlink,175
2023-08-29,NumPy,67
2023-08-29,Chainlink,175
2023-08-29,W3C,253
2023-08-29,Chainlink,66
2023-08-29,pandas,109
2023-08-29,The Rust Programming Language,1364
2023-08-08,Vercel,173
2023-08-08,Kubernetes,437
2023-08-08,EigenLayer,12
2023-03-11,Python,231
2023-03-11,Pydantic,38
2023-03-11,The Rust Programming Language,1181
2023-03-11,Node.js,69
2023-03-11,Microsoft Azure,357
2023-03-11,NumPy,7
2023-03-11,The Unicode Consortium,13
2023-03-11,Aave,14
2023-03-11,Aave,12
2023-03-11,Vercel,43
2023-03-11,Foundry,518
2023-03-11,Homebrew,360
2023-03-11,Kubernetes,300
2023-03-11,Prometheus,15
2023-04-24,Aave,29
2023-04-24,Offchain Labs,70
2023-04-24,Facebook Open Source,461
2023-04-24,Aave,29
2023-04-24,Docker,73
2023-04-24,DefiLlama,176
2023-04-24,CockroachDB,204
2023-04-24,Foundry,21
2023-08-02,Foundry,1887
2023-08-02,Aave,26
2023-08-02,Pydantic,26
2023-08-02,Kubernetes,541
2023-08-02,Offchain Labs,82
2023-08-02,Python,146
2023-08-02,Homebrew,431
2023-08-02,pandas,75
2023-08-02,Aave,26
2023-08-02,Docker,75
2023-08-02,DefiLlama,178
2023-08-02,CockroachDB,265
2023-05-19,Chainlink,154
2023-05-19,Python,151
2023-05-19,Aave,66
2023-05-19,Internet Archive,30
2023-05-19,Pydantic,48
2023-05-19,Homebrew,446
2023-05-19,Foundry,1350
2023-06-09,Homebrew,491
2023-06-09,Python,199
2023-12-07,Foundry,60
2023-12-07,Offchain Labs,51
2023-12-07,Alchemy,6
2023-12-07,The Unicode Consortium,45
2023-12-07,Microsoft Azure,1175
2023-12-07,Chainlink,167
2023-12-07,Node.js,131
2023-12-07,Chainlink,167
2023-12-07,DefiLlama,107
2023-12-07,EigenLayer,55
2023-08-21,W3C,262
2023-08-21,Chainlink,107
2023-08-21,Aave,43
2023-08-21,EigenLayer,2
2023-08-21,Kubernetes,431
2023-08-21,Foundry,1653
2023-08-21,NumPy,63
2023-08-21,Microsoft Azure,1304
2023-08-21,Foundry,101
2023-08-21,The Rust Programming Language,1131
2023-02-02,Aave,66
2023-02-02,Aave,64
2023-02-02,CockroachDB,264
2023-02-02,pandas,89
2023-02-02,Kubernetes,1000
2023-02-02,The Rust Programming Language,1186
2023-02-02,Chainlink,50
2023-02-02,Node.js,104
2023-01-14,The Rust Programming Language,1020
2023-01-14,Foundry,15
2023-01-14,W3C,73
2023-01-14,Microsoft Azure,326
2023-01-14,NumPy,1
2023-01-08,Hugging Face,91
2023-01-08,Foundry,14
2023-01-08,The Rust Programming Language,998
2023-01-08,Node.js,78
2023-01-08,Homebrew,314
2023-01-08,Python,151
2023-01-08,Pydantic,6
2023-01-08,Prometheus,34
2023-01-08,Vercel,54
2023-01-08,Aave,37
2023-01-08,Chainlink,9
2023-01-08,Foundry,319
2023-01-08,Kubernetes,151
2023-01-08,Microsoft Azure,233
2023-07-14,pandas,71
2023-07-14,Vercel,119
2023-07-14,Homebrew,375
2023-07-14,Pydantic,80
2023-07-14,Internet Archive,21
2023-07-14,CockroachDB,264
2023-07-14,Docker,39
2023-07-14,Aave,59
2023-07-14,Foundry,1357
2023-10-15,Homebrew,365
2023-10-15,Pydantic,15
2023-10-15,Internet Archive,9
2023-10-15,Aave,19
2023-10-15,Python,209
2023-10-15,EigenLayer,11
2023-10-15,Aave,19
2023-10-15,Foundry,573
2023-09-26,Pydantic,76
2023-09-26,Microsoft Azure,1667
2023-09-26,Prometheus,74
2023-09-26,Homebrew,528
2023-09-26,EigenLayer,33
2023-09-26,DefiLlama,114
2023-09-26,Chainlink,234
2023-09-26,Aave,67
2023-09-26,Foundry,1889
2023-01-05,CockroachDB,260
2023-01-05,Aave,80
2023-01-05,Pydantic,16
2023-01-05,Chainlink,36
2023-01-05,NumPy,62
2023-01-05,Homebrew,384
2023-01-05,W3C,179
2023-01-05,Python,148
2023-01-05,Foundry,33
2023-01-05,Kubernetes,550
2023-01-05,Foundry,1323
2023-01-05,Aave,80
2023-05-06,Foundry,21
2023-05-06,Node.js,97
2023-05-06,Microsoft Azure,405
2023-01-07,Node.js,81
2023-01-07,Microsoft Azure,327
2023-01-07,Foundry,537
2023-01-07,Kubernetes,363
2023-01-07,Prometheus,10
2023-01-07,Aave,37
2023-01-07,Chainlink,5
2023-01-07,Vercel,69
2023-01-07,The Unicode Consortium,5
2023-02-13,CockroachDB,207
2023-02-13,Vercel,155
2023-12-10,Foundry,955
2023-12-10,Aave,30
2023-05-24,Kubernetes,678
2023-05-24,Prometheus,49
2023-05-24,Aave,66
2023-05-24,Internet Archive,66
2023-05-24,Python,247
2023-05-24,Homebrew,491
2023-05-24,NumPy,33
2023-07-19,Aave,85
2023-07-19,The Rust Programming Language,1079
2023-07-19,Pydantic,52
2023-07-19,Kubernetes,573
2023-07-19,Offchain Labs,43
2023-07-19,Homebrew,389
2023-07-19,Python,216
2023-07-19,pandas,105
2023-07-19,DefiLlama,219
2023-07-19,Foundry,1630
2023-07-19,Aave,85
2023-07-19,Docker,110
2023-07-19,CockroachDB,292
2023-09-01,Chainlink,165
2023-09-01,Node.js,141
2023-09-01,Facebook Open Source,438
2023-09-01,The Rust Programming Language,1141
2023-09-01,Alchemy,1
2023-09-01,Python,344
2023-09-01,Pydantic,6
2023-09-01,The Unicode Consortium,61
2023-01-17,CockroachDB,270
2023-01-17,pandas,92
2023-01-17,Docker,194
2023-01-17,Facebook Open Source,391
2023-01-17,Prometheus,54
2023-01-17,Hugging Face,411
2023-01-17,Offchain Labs,29
2023-01-17,Foundry,38
2023-01-17,The Rust Programming Language,1059
2023-01-17,Node.js,137
2023-01-17,Chainlink,129
2023-01-17,Chainlink,36
2023-01-17,W3C,241
2023-01-17,The Unicode Consortium,56
2023-02-07,Docker,117
2023-06-30,Chainlink,29
2023-06-30,NumPy,48
2023-06-30,Foundry,20
2023-06-30,W3C,310
2023-04-08,pandas,46
2023-04-08,The Unicode Consortium,10
2023-04-08,The Rust Programming Language,817
2023-04-08,Node.js,89
2023-04-08,Aave,36
2023-04-08,Chainlink,2
2023-04-08,W3C,76
2023-04-29,Foundry,454
2023-04-29,Aave,35
2023-03-16,Python,194
2023-03-16,Chainlink,101
2023-03-16,W3C,304
2023-03-16,Microsoft Azure,1777
2023-03-16,NumPy,46
2023-03-16,The Unicode Consortium,67
2023-03-16,Aave,33
2023-03-16,Chainlink,256
2023-03-16,pandas,143
2023-03-16,Aave,27
2023-03-16,CockroachDB,276
2023-03-16,Vercel,150
2023-03-16,Kubernetes,628
2023-03-16,Facebook Open Source,447
2023-03-16,The Rust Programming Language,1403
2023-03-16,Prometheus,62
2023-03-16,Node.js,192
2023-03-16,Chainlink,256
2023-03-16,Pydantic,87
2023-03-16,Internet Archive,30
2023-03-16,Foundry,1724
2023-03-16,Hugging Face,338
2023-03-16,Offchain Labs,40
2023-03-16,Docker,76
2023-03-16,DefiLlama,149
2023-04-27,Vercel,117
2023-04-27,Facebook Open Source,525
2023-04-27,Kubernetes,648
2023-04-27,Internet Archive,35
2023-04-27,Prometheus,47
2023-04-27,Offchain Labs,64
2023-04-27,Pydantic,100
2023-04-27,Hugging Face,405
2023-04-27,CockroachDB,303
2023-04-27,Aave,50
2023-04-27,Foundry,1465
2023-04-27,Aave,50
2023-05-18,Vercel,157
2023-05-18,Aave,41
2023-05-18,Chainlink,126
2023-05-18,The Unicode Consortium,29
2023-05-18,Pydantic,33
2023-05-18,Microsoft Azure,1721
2023-05-18,Hugging Face,336
2023-05-18,Node.js,194
2023-05-18,The Rust Programming Language,1696
2023-05-18,Python,154
2023-05-18,Prometheus,24
2023-05-18,Facebook Open Source,424
2023-10-08,Homebrew,367
2023-10-08,Internet Archive,13
2023-06-30,Chainlink,9
2023-06-30,Alchemy,10
2023-06-30,Aave,37
2023-06-30,The Rust Programming Language,1549
2023-06-30,The Unicode Consortium,71
2023-06-30,Microsoft Azure,1531
2023-06-30,Node.js,132
2023-06-30,CockroachDB,338
2023-06-30,Prometheus,70
2023-06-30,pandas,57
2023-06-30,Hugging Face,424
2023-02-23,Python,207
2023-02-23,Homebrew,568
2023-02-23,Node.js,134
2023-02-23,Prometheus,45
2023-06-05,Foundry,15
2023-06-05,NumPy,34
2023-06-05,The Rust Programming Language,1092
2023-12-22,CockroachDB,64
2023-12-22,Offchain Labs,71
2023-12-22,Kubernetes,370
2023-12-22,Facebook Open Source,165
2023-12-22,Python,151
2023-12-22,Pydantic,30
2023-12-22,Chainlink,142
2023-12-22,The Rust Programming Language,1146
2023-12-22,Foundry,1766
2023-12-22,Hugging Face,333
2023-12-22,DefiLlama,106
2023-12-22,EigenLayer,16
2023-12-22,Docker,54
2023-12-22,Foundry,1766
2023-12-22,Aave,44
2023-02-04,Pydantic,7
2023-02-04,Prometheus,5
2023-02-04,Facebook Open Source,131
2023-02-04,Homebrew,360
2023-02-04,Docker,45
2023-02-04,Aave,49
2023-02-04,DefiLlama,75
2023-02-04,CockroachDB,54
2023-02-04,Aave,49
2023-02-04,Foundry,488
2023-02-25,Homebrew,494
2023-02-25,Foundry,662
2023-06-21,Foundry,2010
2023-06-21,Internet Archive,47
2023-06-21,Chainlink,289
2023-03-25,Homebrew,391
2023-03-25,W3C,51
2023-03-25,The Rust Programming Language,1216
2023-03-25,Chainlink,24
2023-03-25,Chainlink,7
2023-03-25,CockroachDB,70
2023-03-25,Vercel,73
2023-03-25,Docker,38
2023-03-25,Prometheus,10
2023-03-25,Aave,14
2023-03-25,Foundry,446
2023-03-25,Kubernetes,211
2023-03-25,Python,133
2023-03-25,Aave,14
2023-03-25,Pydantic,36
2023-03-25,Foundry,446
2023-03-25,Internet Archive,17
2023-09-06,Foundry,1880
2023-09-06,Internet Archive,40
2023-09-06,Aave,62
2023-09-06,Alchemy,5
2023-06-11,Chainlink,41
2023-06-11,DefiLlama,44
2023-06-11,Foundry,537
2023-10-11,Aave,43
2023-10-11,Prometheus,56
2023-10-11,Kubernetes,733
2023-10-11,The Unicode Consortium,71
2023-10-11,Hugging Face,429
2023-10-11,NumPy,32
2023-10-11,Foundry,2067
2023-10-11,Homebrew,461
2023-10-11,Foundry,2067
2023-10-11,Python,279
2023-10-11,Internet Archive,53
2023-10-11,Aave,43
2023-10-11,Pydantic,29
2023-10-11,Aave,43
2023-07-03,The Unicode Consortium,57
2023-07-03,The Rust Programming Language,1465
2023-07-03,Prometheus,28
2023-07-03,Microsoft Azure,994
2023-01-03,Python,162
2023-01-03,pandas,155
2023-01-03,DefiLlama,132
2023-01-03,Facebook Open Source,258
2023-01-03,Offchain Labs,36
2023-01-03,Hugging Face,358
2023-01-03,Chainlink,131
2023-01-03,Foundry,1120
2023-01-03,Internet Archive,53
2023-01-03,W3C,152
2023-04-06,Aave,44
2023-04-06,EigenLayer,27
2023-04-06,Foundry,1290
2023-04-06,Chainlink,110
2023-04-06,NumPy,53
2023-04-06,The Unicode Consortium,45
2023-04-06,W3C,317
2023-04-06,Kubernetes,543
2023-04-06,Chainlink,43
2023-04-06,Microsoft Azure,1829
2023-04-06,Pydantic,108
2023-04-06,Python,162
2023-04-06,Foundry,25
2023-04-06,The Rust Programming Language,1541
2023-06-17,Docker,4
2023-06-17,pandas,14
2023-06-17,CockroachDB,35
2023-06-17,Facebook Open Source,101
2023-06-17,Hugging Face,83
2023-06-17,Chainlink,58
2023-06-17,Offchain Labs,1
2023-06-17,Pydantic,6
2023-07-24,Pydantic,110
2023-07-24,Aave,15
2023-07-24,Homebrew,367
2023-07-24,Internet Archive,24
2023-07-24,Chainlink,60
2023-07-24,Aave,15
2023-07-24,Docker,77
2023-07-24,CockroachDB,281
2023-07-24,pandas,104
2023-07-24,W3C,234
2023-08-16,The Unicode Consortium,93
2023-08-16,Node.js,135
2023-08-16,Pydantic,89
2023-08-16,Kubernetes,790
2023-08-16,Vercel,177
2023-08-16,Chainlink,287
2023-11-01,Foundry,57
2023-11-01,Facebook Open Source,535
2023-11-01,Python,285
2023-11-01,NumPy,83
2023-03-25,Hugging Face,72
2023-03-25,Chainlink,24
2023-03-25,DefiLlama,77
2023-03-25,Foundry,10
2023-03-25,NumPy,33
2023-03-25,The Unicode Consortium,18
2023-01-22,Foundry,26
2023-01-22,Node.js,88
2023-01-22,The Unicode Consortium,12
2023-01-22,Facebook Open Source,43
2023-09-22,Aave,67
2023-09-22,Facebook Open Source,382
2023-09-22,pandas,88
2023-09-22,Aave,67
2023-02-28,Homebrew,631
2023-02-28,Python,180
2023-02-28,Aave,43
2023-02-28,Foundry,1604
2023-02-28,Pydantic,15
2023-02-28,Internet Archive,24
2023-02-28,Aave,43
2023-06-08,Microsoft Azure,1546
2023-06-08,Foundry,22
2023-06-08,Aave,62
2023-06-08,The Unicode Consortium,61
2023-06-08,Homebrew,431
2023-06-08,NumPy,32
2023-10-29,Python,188
2023-10-29,Alchemy,3
2023-10-29,Hugging Face,105
2023-10-29,pandas,22
2023-10-29,Homebrew,406
2023-10-29,Prometheus,10
2023-10-29,Node.js,132
2023-10-29,The Rust Programming Language,960
2023-10-29,Offchain Labs,4
2023-10-29,Facebook Open Source,73
2023-10-29,Kubernetes,164
2023-10-29,Chainlink,17
2023-10-29,Vercel,110
2023-10-29,Chainlink,3
2023-10-29,Chainlink,17
2023-10-29,NumPy,13
2023-10-29,Microsoft Azure,299
2023-10-29,W3C,85
2023-10-29,The Unicode Consortium,8
2023-10-29,Aave,9
2023-08-28,Foundry,1473
2023-08-28,Docker,83
2023-08-28,Aave,70
2023-10-29,Aave,12
2023-10-29,DefiLlama,46
2023-10-29,Docker,26
2023-10-29,CockroachDB,11
2023-10-29,Foundry,592
2023-10-29,Aave,12
2023-10-29,Pydantic,15
2023-10-29,Foundry,12
2023-04-06,Internet Archive,50
2023-08-28,Internet Archive,48
2023-08-28,Foundry,1473
2023-08-28,DefiLlama,123
2023-08-28,CockroachDB,137
2023-08-28,EigenLayer,6
2023-08-28,Aave,70
2023-08-28,Homebrew,468
2023-08-28,Python,270
2023-08-28,Prometheus,40
2023-08-28,Pydantic,41
2023-08-28,The Rust Programming Language,1275
2023-07-15,Internet Archive,10
2023-07-15,EigenLayer,4
2023-02-09,pandas,100
2023-02-09,Facebook Open Source,460
2023-02-09,Docker,111
2023-02-09,Foundry,1236
2023-02-09,Prometheus,30
2023-02-09,Homebrew,500
2023-02-09,DefiLlama,179
2023-02-09,Chainlink,162
2023-06-26,Internet Archive,43
2023-06-26,Pydantic,55
2023-06-26,Foundry,1609
2023-06-26,DefiLlama,111
2023-06-26,CockroachDB,297
2023-06-26,Aave,70
2023-06-26,Docker,95
2023-06-26,Node.js,144
2023-06-26,Facebook Open Source,343
2023-06-26,Hugging Face,477
2023-06-26,Kubernetes,500
2023-06-26,Vercel,197
2023-06-26,Offchain Labs,50
2023-03-12,Vercel,51
2023-03-12,Docker,40
2023-03-12,pandas,38
2023-03-12,Chainlink,6
2023-03-12,Node.js,112
2023-03-12,Chainlink,21
2023-03-12,Microsoft Azure,286
2023-03-12,The Rust Programming Language,1073
2023-03-12,Pydantic,10
2023-03-12,The Unicode Consortium,10
2023-03-12,Aave,29
2023-03-12,Aave,13
2023-03-12,W3C,41
2023-03-12,Foundry,21
2023-03-12,Python,107
2023-03-12,Foundry,508
2023-03-12,Prometheus,24
2023-03-12,NumPy,9
2023-06-20,The Rust Programming Language,1470
2023-02-19,Python,176
2023-02-19,Prometheus,27
2023-02-19,Foundry,38
2023-02-19,Node.js,73
2023-02-19,Internet Archive,12
2023-02-19,Foundry,456
2023-02-19,Chainlink,6
2023-02-19,Aave,21
2023-02-19,Aave,21
2023-02-19,Vercel,65
2023-02-19,Chainlink,2
2023-02-19,Aave,14
2023-02-19,Chainlink,6
2023-02-19,Kubernetes,142
2023-02-19,W3C,62
2023-02-19,Microsoft Azure,255
2023-02-19,Foundry,456
2023-02-19,NumPy,46
2023-01-15,pandas,52
2023-01-15,Vercel,61
2023-01-15,Chainlink,8
2023-01-15,Aave,9
2023-01-15,Node.js,83
2023-01-15,W3C,72
2023-01-15,The Unicode Consortium,3
2023-01-15,Chainlink,8
2023-01-15,Foundry,12
2023-11-10,Chainlink,136
2023-11-10,DefiLlama,150
2023-11-10,pandas,66
2023-11-10,Docker,145
2023-11-10,Facebook Open Source,339
2023-09-09,Aave,29
2023-09-09,The Rust Programming Language,845
2023-09-09,Docker,27
2023-09-09,DefiLlama,65
2023-09-09,CockroachDB,42
2023-09-09,Aave,29
2023-09-09,Foundry,567
2023-11-04,NumPy,13
2023-11-04,DefiLlama,19
2023-11-04,Foundry,600
2023-11-04,Chainlink,11
2023-11-04,Foundry,16
2023-11-04,Hugging Face,89
2023-11-04,The Unicode Consortium,22
2023-11-04,Facebook Open Source,120
2023-11-04,Node.js,83
2023-11-04,pandas,31
2023-11-04,The Rust Programming Language,1242
2023-11-04,Chainlink,11
2023-11-25,Prometheus,26
2023-11-25,Facebook Open Source,46
2023-11-25,Hugging Face,153
2023-11-25,Alchemy,2
2023-11-25,The Rust Programming Language,1163
2023-11-25,Pydantic,7
2023-11-25,The Unicode Consortium,3
2023-11-25,Microsoft Azure,150
2023-11-25,CockroachDB,14
2023-11-25,Docker,13
2023-11-25,Aave,20
2023-11-25,Kubernetes,86
2023-11-25,Vercel,57
2023-11-25,Foundry,8
2023-11-25,Aave,18
2023-11-25,NumPy,8
2023-07-08,Aave,26
2023-07-08,Pydantic,31
2023-07-08,Foundry,572
2023-07-08,Python,118
2023-07-08,Prometheus,27
2023-07-08,Internet Archive,34
2023-07-08,Foundry,572
2023-07-08,Foundry,27
