date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-uniswap_v1_protocol,forecasted_TVL_opchain-uniswap_v1_protocol
2024-09-01 00:00:00,148.50457799236426,86.87686710871345,56.96118794295253,0.00010882310742853193,0.0,2298362234.901259,7524531.583771597,7899023.350273334
2024-09-02 00:00:00,119.23938755011088,67.6033456606933,61.594546658041324,0.00012612099554606366,0.0,1242188912.1307445,7845506.440202247,8175940.528030432
2024-09-03 00:00:00,173.8168159024478,100.97546838609756,85.45821716586045,0.00018386935923790518,0.0,1150531025.9593365,7170644.974101833,7312319.047384738
2024-09-04 00:00:00,70.69017530787193,76.81882260677412,58.12794462532926,0.0001471859230300236,0.0,1599634647.9685106,6818882.236896795,7582052.255291483
2024-09-05 00:00:00,122.99342988059885,85.72842844257995,45.27795223976484,0.00016629470073642566,0.0,1810563294.0377374,7001977.931337481,7561795.221028082
2024-09-06 00:00:00,64.06584275727097,82.0649578224859,52.16696544347,0.0001836542494036268,0.0,1337422710.9623466,7648043.829085365,7501457.552195064
2024-09-07 00:00:00,72.67183080806768,80.70545205731085,43.89526132422575,0.00013693004026085143,0.0,1575422316.4753509,7181962.239752453,7442553.20051111
2024-09-08 00:00:00,71.74647212934947,71.92879245114018,71.0319603303181,0.0001884788323893041,0.0,1747710781.62251,6986404.962333338,7634738.974052631
2024-09-09 00:00:00,41.616735897538426,100.37271967198784,52.58403950826392,0.00014864063980052906,0.0,1353752330.6810448,7209009.642308601,7640519.18353325
2024-09-10 00:00:00,83.58841541712198,69.86740561743026,64.78283447464804,0.000137438930337064,0.0,908715957.3229057,7165554.359266519,8261214.272666851
2024-09-11 00:00:00,52.21416415421384,61.16000868836096,55.56898621671196,0.00018396658961624315,0.0,2894447321.7314296,7339119.136564518,7615257.11994827
2024-09-12 00:00:00,72.36490712709528,43.23412958343062,87.00395423296303,0.00012735546312619059,0.0,804687504.999732,7257472.2443228485,7613885.042941109
2024-09-13 00:00:00,85.48905274454076,84.42544710408023,54.93795957505478,0.000407212336578306,0.0,1184548858.757646,7820154.192046,8341225.833823032
2024-09-14 00:00:00,77.10137126836977,44.8850930688669,52.462100368539595,0.00023983259374783244,0.0,902114958.194048,7243757.4063847875,8295873.070947058
2024-09-15 00:00:00,71.59055438643269,82.32500669857929,56.405533417545776,0.0001439129628613776,0.0,1665932773.7310286,7354447.939002645,7780110.722660052
2024-09-16 00:00:00,52.31603914314383,97.94876510032653,48.335791325230446,0.00024077303910207735,0.0,1212812921.6767094,6973829.135814683,7642651.53657494
2024-09-17 00:00:00,66.66905673035666,82.38508194516993,36.177146813769454,0.00014738487411147642,0.0,1950701099.5815585,6878701.467722245,7483793.87086209
2024-09-18 00:00:00,82.10102122354007,68.57900244096872,58.50996226230183,0.00023142411310250255,0.0,920793219.4735866,7132857.922683871,7441596.680159752
2024-09-19 00:00:00,112.80588417824366,80.95333078384851,41.65331777000266,0.00017723227656767982,0.0,857078584.6016004,7471488.982778764,7207171.402724741
2024-09-20 00:00:00,70.89510535060734,76.50511372558489,57.6330102091586,0.00023181040224696752,0.0,1288989032.1150093,6775822.082876434,7829852.419045952
2024-09-21 00:00:00,81.52133317235868,74.1938121327477,47.7082545124886,0.00020207979484455736,0.0,1340888287.9299746,7093791.319339834,8226215.549881603
2024-09-22 00:00:00,139.61389687039357,41.8947173507384,60.417808418934115,0.0001970926468565297,0.0,817348536.6209491,6890011.738377169,8352817.178581181
2024-09-23 00:00:00,92.6305818997503,39.37209307736717,50.003581315826544,0.0001552684292874711,0.0,521720742.1337907,6916466.280597961,8141703.268440856
2024-09-24 00:00:00,104.73841069303596,54.622263081573685,26.120835811647517,0.00025990444235203476,0.0,974871038.6562226,6920319.81614079,8686380.869917925
2024-09-25 00:00:00,71.92698168410328,69.67929945443007,54.5824806911742,0.00016090496325120313,0.0,1876029292.887266,7059499.28366948,7961964.243125874
2024-09-26 00:00:00,102.69261261504424,74.37335888900735,34.06854092300907,9.512876184697106e-05,0.0,794270033.357461,6507372.593982484,7988333.8059984
2024-09-27 00:00:00,61.17296682198219,61.59254869985839,58.13338348446931,0.000144567467556699,0.0,1263622965.1708698,6627391.918931362,8798285.343653813
2024-09-28 00:00:00,60.14455594146345,74.0148927104375,50.206642133477715,0.00016114489027663133,0.0,992026803.6599033,6713140.768188632,8084562.753236947
2024-09-29 00:00:00,38.39630044392407,60.95436031994202,31.814768966689286,0.0002098217897986458,0.0,964598393.9292145,7156307.664322281,8322651.513168646
2024-09-30 00:00:00,91.18160868569882,62.10882218921155,60.47934495628814,0.0002702979397645532,0.0,1703799202.6418881,6209465.740762948,7714161.826485123
2024-10-01 00:00:00,55.345978002228506,78.26872417036161,40.757609855956694,0.000289189448692856,0.0,508363061.1379207,6330005.180255045,8330794.276619812
