,Project Name,Grants Season or Mission,Status,Initial delivery date,OP Delivered,OP Total Amount,Intent,Link,Other metadata,html,oso_slug
0,Uniswap V3,Grants Season 1,Sent,2022-09-07 00:00:00,,1000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-uniswap/2133/5,"{""Cycle #"": ""Cycle 1 (Phase 0)"", ""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-uniswap/2133/5"", ""L2 Address"": ""0x0D162447B8dF47C2e7910441bF3C8c1b55b9B124""}",gf-phase-0-proposal-uniswap.html,uniswap
1,Oneinch,Grants Season 1,Sent,2022-08-15 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-1inch-network/655,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-1inch-network/655"", ""L2 Address"": ""0x1bd315E3F029083DA8731a6b1c6F2959A0d15376""}",gf-phase-0-proposal-1inch-network.html,1-inch
2,Celer,Grants Season 1,Sent,2022-08-04 00:00:00,,1000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-celer-network/1749,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-celer-network/1749"", ""L2 Address"": ""0xF5e9D550C3c50364D630eDB4753bE404Cd109121""}",gf-phase-0-proposal-celer-network.html,celer
3,Aave,Grants Season 1,Sent,2022-08-03 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-aave/1712,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-aave/1712"", ""L2 Address"": ""0xcd150D9CFDb39D287D69B9b1bb7111E58414aCA8""}",gf-phase-0-proposal-aave.html,aave
4,Chainlink,Grants Season 1,Sent,2022-08-03 00:00:00,,1000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-chainlink/1701,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-chainlink/1701"", ""L2 Address"": ""0x7EE753e87f20eb3262967c2Fc54762b0B4Ff4D75""}",gf-phase-0-proposal-chainlink.html,chainlink
5,Polynomial Protocol,Grants Season 1,Sent,2022-07-19 00:00:00,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-polynomial-protocol/1625,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-polynomial-protocol/1625"", ""L2 Address"": ""0x59672D112d680CE34C20fF1507197993CC0bA430""}",gf-phase-0-proposal-polynomial-protocol.html,polynomial-protocol
6,0x,Grants Season 1,Sent,2022-07-08 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-0x-zeroex/1299/6,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-0x-zeroex/1299/6"", ""L2 Address"": ""0xba9493f97BEF07a272998139A268398b80AB9Dd5"", ""Msig Nonce"": 16.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xb399278ff6a7c4741f187e70cf1cc33a11288affa2b01b6afd5ba3b5a4bec348""}",gf-phase-0-proposal-0x-zeroex.html,0xproject
7,Aelin,Grants Season 1,Sent,2022-07-14 00:00:00,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-aelin-protocol/1157,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-aelin-protocol/1157"", ""L2 Address"": ""0x5B8F3fb479571Eca6A06240b21926Db586Cdf10f"", ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xd75c860e836dbf086346a0411c3dea988f53f1420d2b4a0f4f8b488ea2918072""}",gf-phase-0-proposal-aelin-protocol.html,aelin
8,Slingshot,Grants Season 1,Sent,2022-07-08 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-slingshot/1326,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-slingshot/1326"", ""L2 Address"": ""0x9D439E524F214Fb0cb5fA42030E578F60E64D98C"", ""Msig Nonce"": 17.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xd15e40c5456a1cacc9135d60a8fe56e1c1e30680090bdc4ca20495e077f9af7f""}",gf-phase-0-proposal-slingshot.html,slingshot
9,Wepiggy,Grants Season 1,Sent,2022-07-26 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-wepiggy/437/5,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-wepiggy/437/5"", ""L2 Address"": ""0x75F7b331bbDbAcAfe1Ec5ba5215a0FBfc002B3B8""}",gf-phase-0-proposal-wepiggy.html,we-piggy
10,Thales,Grants Season 1,Sent,2022-07-08 00:00:00,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-thales/1078/2,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-thales/1078/2"", ""L2 Address"": ""0x489863b61C625a15C74FB4C21486baCb4A3937AB"", ""Msig Nonce"": 18.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xd21775be5b3d7f5fe0ad37ce6e781c0e5762265c5d8ab99127c7d069fb4afd99""}",gf-phase-0-proposal-thales.html,thales
11,Pika Protocol,Grants Season 1,Sent,2022-08-26 00:00:00,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-pika-protocol/1103,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-pika-protocol/1103"", ""L2 Address"": ""0xA9Cd2563C2ccE7db8eDBe7aACDB0393c68151A28""}",gf-phase-0-proposal-pika-protocol.html,pika-protocol
12,Layer2dao,Grants Season 1,Sent,2022-07-08 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-layer2dao/1198/8,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-layer2dao/1198/8"", ""L2 Address"": ""0xaF5a0068f5465260A1a88A6264D0dcE4469609CF"", ""Msig Nonce"": 19.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0x3ab743a39a44334303ada7857aac43bc3743c0d46700876089824f430095def4""}",gf-phase-0-proposal-layer2dao.html,layer2dao
13,Synthetix,Grants Season 1,Sent,2022-07-27 00:00:00,,9000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-synthetix/1381,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-synthetix/1381"", ""L2 Address"": ""0x9644A6920bd0a1923C2C6C1DddF691b7a42e8A65""}",gf-phase-0-proposal-synthetix.html,synthetix
14,Clipper,Grants Season 1,Sent,2022-07-08 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-clipper/1322/7,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-clipper/1322/7"", ""L2 Address"": ""0x1Dd174bF2e090d0F1b1360Ac8905780429B2642B"", ""Msig Nonce"": 20.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0x121fa4d8799c3839dd90a3a101efe75a53a02112b45fb3593a79a1a83afb085f""}",gf-phase-0-proposal-clipper.html,shipyard-software
15,Zipswap,Grants Season 1,,,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-zipswap/1131,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-zipswap/1131"", ""L2 Address"": ""0x8602EE2f8AaEb671E409b26d48E36DD8Cc3B7ED7""}",gf-phase-0-proposal-zipswap.html,unknown
16,Kwenta,Grants Season 1,Sent,2022-07-15 00:00:00,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-kwenta-protocol/1122/2,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-kwenta-protocol/1122/2"", ""L2 Address"": ""0x82d2242257115351899894eF384f779b5ba8c695"", ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0x4ed473ce743be1e9fe30bae839b0cfc16947b87e32fa47a149203ae222a1ba0c""}",gf-phase-0-proposal-kwenta-protocol.html,kwenta
17,Hop Protocol,Grants Season 1,Sent,,,1000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-hop-protocol/944,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-hop-protocol/944"", ""L2 Address"": ""0xC988107688b750dee6237B85A3ca49ba0a65DaB0""}",gf-phase-0-proposal-hop-protocol.html,hop-protocol
18,Synapse,Grants Season 1,Sent,,,1000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-synapse-protocol/928,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-synapse-protocol/928"", ""L2 Address"": ""0x2431CBdc0792F5485c4cb0a9bEf06C4f21541D52""}",gf-phase-0-proposal-synapse-protocol.html,synapse
19,Connext,Grants Season 1,Sent,,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-connext/851,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-connext/851"", ""L2 Address"": ""0x3576aafaffe4c07f894447265b391856377157db""}",gf-phase-0-proposal-connext.html,connext
20,Rubicon,Grants Season 1,Sent,2022-07-08 00:00:00,,900000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-rubicon/794/5,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-rubicon/794/5"", ""L2 Address"": ""0x3204AC6F848e05557c6c7876E09059882e07962F"", ""Msig Nonce"": 21.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xde90c2607421131ebc402f053cdec9d99a2d7ae08de1822b3ca3b88d057b48b6""}",gf-phase-0-proposal-rubicon.html,rubicon
21,Gelato,Grants Season 1,Sent,2022-07-08 00:00:00,,300000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-gelato/873/4,"{""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-gelato/873/4"", ""L2 Address"": ""0x01ea687Be2937D4Bfd9e302b8dbD3be8d9bDb14e"", ""Msig Nonce"": 22.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0x1ba86caeef6f2aaa24612b9aa4852e6cba03fb4d254b4ef70c27f2553be4066b""}",gf-phase-0-proposal-gelato.html,gelato
22,Stargate Finance,Grants Season 1,Sent,2022-07-19 00:00:00,,1000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-stargate-finance/721/5,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-stargate-finance/721/5"", ""L2 Address"": ""0x392AC17A9028515a3bFA6CCe51F8b70306C6bd43""}",gf-phase-0-proposal-stargate-finance.html,stargate-finance
23,Lyra V1,Grants Season 1,Sent,2022-07-20 00:00:00,,3000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-lyra-finance/202/22,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-lyra-finance/202/22"", ""L2 Address"": ""0xB6DACAE4eF97b4817d54df8e005269f509f803f9"", ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0x86dce1a09dacea7fac24be1bc5df4ba480b9b684d3e52fb7541bdc9700c8a43d""}",gf-phase-0-proposal-lyra-finance.html,derivexyz
24,Perpetual Protocol,Grants Season 1,Sent,2022-07-08 00:00:00,,9000000.0,,https://gov.optimism.io/t/gf-phase-0-proposal-perpetual-protocol/201/13,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-0-proposal-perpetual-protocol/201/13"", ""L2 Address"": ""0xDcf664d0f76E99eaA2DBD569474d0E75dC899FCD"", ""Msig Nonce"": 23.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xdb0e5e1d23073e4330f9c18fe9fca9d9f587be94222442dbcd71ddc72213fb47""}",gf-phase-0-proposal-perpetual-protocol.html,perpetual-protocol
26,dForce,Grants Season 1,Sent,,,300000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-dforce/2420/15,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-dforce/2420/15"", ""L2 Address"": ""0x69C1a51711B061E5935c648beb16e349898B17dF""}",ready-gf-phase-1-proposal-dforce.html,dforce-network
28,Mean Finance,Grants Season 1,Sent,,,300000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-mean-finance/2537,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-mean-finance/2537"", ""L2 Address"": ""0x308810881807189cAe91950888b2cB73A1CC5920""}",ready-gf-phase-1-proposal-mean-finance.html,balmy-protocol
30,Balancer & BeethovenX,Grants Season 1,Sent,2022-08-08 00:00:00,,500000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-balancer-beethovenx/2658,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-balancer-beethovenx/2658"", ""L2 Address"": ""0x2a185C8A3C63d7bFe63aD5d950244FFe9d0a4b60""}",ready-gf-phase-1-proposal-balancer-beethovenx.html,beethoven-x
32,WardenSwap,Grants Season 1,Sent,,,300000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-wardenswap/2712,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-wardenswap/2712"", ""L2 Address"": ""0xc146a672c85b408a9a7bc00f74ad567b7684134c""}",ready-gf-phase-1-proposal-wardenswap.html,warden-swap
33,Pickle Finance,Grants Season 1,Sent,2022-08-15 00:00:00,,200000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-pickle-finance/2723,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-pickle-finance/2723"", ""L2 Address"": ""0x7A79e2e867d36a91Bb47e0929787305c95E793C5""}",ready-gf-phase-1-proposal-pickle-finance.html,pickle-finance
39,ParaSwap,Grants Season 1,Sent,,,450000.0,,https://gov.optimism.io/t/live-gf-phase-1-proposal-paraswap/2228,"{""Proposal Link"": ""https://gov.optimism.io/t/live-gf-phase-1-proposal-paraswap/2228"", ""L2 Address"": ""0x0740374d74Ee4424398f3A16fcC5b301FCf47F92""}",live-gf-phase-1-proposal-paraswap.html,paraswap
40,Rotki,Grants Season 1,Sent,2022-08-09 00:00:00,,190770.0,,https://gov.optimism.io/t/ready-gf-phase-1-rotki/2732/,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-rotki/2732/"", ""L2 Address"": ""0x9531C059098e3d194fF87FebB587aB07B30B1306""}",ready-gf-phase-1-rotki.html,rotki
41,Candide Wallet,Grants Season 1,Sent,2022-08-09 00:00:00,,190000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-candide-wallet/2656/,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-candide-wallet/2656/"", ""L2 Address"": ""0xA60b3402051eC75B17abb81b4c92BF88d5e49Aa8""}",ready-gf-phase-1-proposal-candide-wallet.html,candide-labs
42,Superfluid,Grants Season 1,Sent,,,150000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-superfluid/2314,"{""Cycle #"": ""Cycle 3 (Phase 1)"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-superfluid/2314"", ""L2 Address"": ""0x719cf569FFc5C09625B2b5c68a1078F73C6A1a6F""}",ready-gf-phase-1-proposal-superfluid.html,superfluid
44,Hundred Finance,Grants Season 1,Sent,2022-08-26 00:00:00,,300000.0,,https://gov.optimism.io/t/ready-gf-phase-1-hundred-finance/2733/4,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-hundred-finance/2733/4"", ""L2 Address"": ""0x641f26c67A5D0829Ae61019131093B6a7c7d18a3""}",ready-gf-phase-1-hundred-finance.html,hundred-finance
45,Biconomy,Grants Season 1,Sent,2022-09-02 00:00:00,,750000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-biconomy/2880,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-biconomy/2880"", ""L2 Address"": ""0x31B73B0549E0151b6233C5d179580B8A840B83fb""}",ready-gf-phase-1-proposal-biconomy.html,biconomy
51,Rocket Pool,Grants Season 1,Sent,,,600000.0,,https://gov.optimism.io/t/ready-gf-phase-1-rocket-pool/2822,"{""Cycle #"": ""Cycle 4 (Phase 1)"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-rocket-pool/2822"", ""L2 Address"": ""0x2319D8e71268FF128e3a9CfA0E62d32596d4DC02""}",ready-gf-phase-1-rocket-pool.html,rocket-pool
52,Boardroom,Grants Season 1,Sent,2022-08-26 00:00:00,,100000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-boardroom/2978,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-boardroom/2978"", ""L2 Address"": ""0xF6a4475a006b28b9996c92bEE27DEEDc38032cDe""}",ready-gf-phase-1-proposal-boardroom.html,boardroom-inc
54,xToken Terminal and Gamma Strategies,Grants Season 1,Sent,2022-09-13 00:00:00,,900000.0,,https://gov.optimism.io/t/ready-gf-phase-1-xtoken-terminal-and-gamma-strategies/3001,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-xtoken-terminal-and-gamma-strategies/3001"", ""L2 Address"": ""0x38138586AedB29B436eAB16105b09c317F5a79dd""}",ready-gf-phase-1-xtoken-terminal-and-gamma-strategies.html,gammastrategies
55,Beefy Finance,Grants Season 1,Sent,,,650000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-beefy/2967/,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-beefy/2967/"", ""L2 Address"": ""0x4ABa01FB8E1f6BFE80c56Deb367f19F35Df0f4aE""}",ready-gf-phase-1-proposal-beefy.html,beefy-finance
57,QiDao,Grants Season 1,Sent,2022-08-26 00:00:00,,750000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-qidao-protocol/2863,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-qidao-protocol/2863"", ""L2 Address"": ""0xB1a8D1D6Dc07ca0e1E78a0004aa0bB034Fa73d60""}",ready-gf-phase-1-proposal-qidao-protocol.html,qidao-mai-finance
61,dHEDGE DAO,Grants Season 2,Sent,2022-10-21 00:00:00,,350000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-dhedge-v2-revised/3321,"{""Cycle #"": ""Cycle 6 (Phase 1)"", ""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-dhedge-v2-revised/3321"", ""L2 Address"": ""0x352Fb838A3ae9b0ef2f0EBF24191AcAf4aB9EcEc""}",review-gf-phase-1-proposal-dhedge-v2-revised.html,d-hedge
64,Across Protocol,Grants Season 2,Sent,,,750000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-across-protocol-updated-template/3401,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-across-protocol-updated-template/3401"", ""L2 Address"": ""0x787B66d5281D45126bf0e0f3C9aC682D1E119d6C""}",ready-gf-phase-1-proposal-across-protocol-updated-template.html,across
65,Bankless Academy v2,Grants Season 2,Sent,2022-10-20 00:00:00,,33000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-bankless-academy-v2/3353,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-bankless-academy-v2/3353"", ""L2 Address"": ""0xbFBceA2a72Bc2e62E967fA0c79458dD507708469""}",ready-gf-phase-1-proposal-bankless-academy-v2.html,bankless-academy
66,Revert Compoundor,Grants Season 2,Sent,2022-10-19 00:00:00,,240000.0,,https://gov.optimism.io/t/ready-gf-phase-1-revert-finance-compoundor/3242,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-revert-finance-compoundor/3242"", ""L2 Address"": ""0x8cadb20a4811f363dadb863a190708bed26245f8""}",ready-gf-phase-1-revert-finance-compoundor.html,revert-finance
67,Kromatika,Grants Season 2,Sent,,,300000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-cycle-6-kromatika/3306,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-cycle-6-kromatika/3306"", ""L2 Address"": ""0x05d235d8Ba95bfc457f9a11F64cf869f0f3f60F9"", ""Msig Nonce"": 16.0, ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xb399278ff6a7c4741f187e70cf1cc33a11288affa2b01b6afd5ba3b5a4bec348""}",ready-gf-phase-1-proposal-cycle-6-kromatika.html,kromatika-finance
68,OptiChads,Grants Season 2,Sent,2022-10-28 00:00:00,,50000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-optichads-nft-project/3430,"{""Incentive Program Launched?"": ""Yes"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-optichads-nft-project/3430"", ""L2 Address"": ""0x10850762bac0dc6660630c1effe188a7cbfddc88"", ""L2 OP Return txn"": ""https://optimistic.etherscan.io/tx/0xd75c860e836dbf086346a0411c3dea988f53f1420d2b4a0f4f8b488ea2918072""}",ready-gf-phase-1-proposal-optichads-nft-project.html,distractionboy-optichads
70,Interest Protocol 2,Grants Season 2,Sent,,,31764.0,,https://gov.optimism.io/t/review-gf-phase-1-interest-protocol-development-deployment-to-optimism/2951?u=gfxlabs,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-interest-protocol-development-deployment-to-optimism/2951?u=gfxlabs"", ""L2 Address"": ""0xa6e8772af29b29B9202a073f8E36f447689BEef6""}",review-gf-phase-1-interest-protocol-development-deployment-to-optimism.html,interest-protocol
72,Overtime Markets,Grants Season 2,Sent,2022-11-04 00:00:00,,300000.0,,https://gov.optimism.io/t/review-gf-phase-1-voting-cycle-7-overtime-markets/3579,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-voting-cycle-7-overtime-markets/3579"", ""L2 Address"": ""0x489863b61C625a15C74FB4C21486baCb4A3937AB""}",review-gf-phase-1-voting-cycle-7-overtime-markets.html,thales
74,Sushiswap,Grants Season 2,Sent,,,504000.0,,https://gov.optimism.io/t/ready-gf-phase-1-sushi-part-1/3301,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-sushi-part-1/3301"", ""L2 Address"": ""0x1219Bfa3A499548507b4917E33F17439b67A2177""}",ready-gf-phase-1-sushi-part-1.html,sushi
75,Tarot,Grants Season 2,Sent,,,540000.0,,https://gov.optimism.io/t/review-gf-phase-1-voting-cycle-7-tarot/3567,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-voting-cycle-7-tarot/3567"", ""L2 Address"": ""0x63D5554b748598C191aB0cBd0E0e1C638FFEBEe6""}",review-gf-phase-1-voting-cycle-7-tarot.html,tarot-finance
77,Dope Wars,Grants Season 2,Sent,,,300000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-cycle-7-dope-wars/3592,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-cycle-7-dope-wars/3592"", ""L2 Address"": ""0x90103beDCfbE1eeE44ded89cEd88bA8503580b3D""}",review-gf-phase-1-proposal-cycle-7-dope-wars.html,dopedao
78,Otterspace,Grants Season 2,Sent,2022-11-04 00:00:00,,50000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-otterspace-v2/3583,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-otterspace-v2/3583"", ""L2 Address"": ""0x2696170bf5fD36320c3932fd9e85fe5b798385FE""}",ready-gf-phase-1-proposal-otterspace-v2.html,otterspace-xyz
79,Rainbow Wallet,Grants Season 2,Sent,,,420069.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-rainbow/3564,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-rainbow/3564"", ""L2 Address"": ""0x9d62e3f4f5a2ef4F446dA692B07860F3C78CEAa4""}",review-gf-phase-1-proposal-optimism-rainbow.html,rainbow
80,Karma Dashboard,Grants Season 2,Sent,,,10000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-delegate-dashboard/3411/1,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-delegate-dashboard/3411/1"", ""L2 Address"": ""0x627f84bb4bBA3333f253F09fe22A445F195bCF34""}",ready-gf-phase-1-proposal-karma-delegate-dashboard.html,show-karma
81,Karma Discourse,Grants Season 2,Sent,,,15000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-discourse-forum-plugin/3412,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-discourse-forum-plugin/3412"", ""L2 Address"": ""0x627f84bb4bBA3333f253F09fe22A445F195bCF34""}",ready-gf-phase-1-proposal-karma-discourse-forum-plugin.html,show-karma
82,Safe,Grants Season 2,Sent,,,500000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-updated-template-safe/3426,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-updated-template-safe/3426"", ""L2 Address"": ""0x3EDf6868d7c42863E44072DaEcC16eCA2804Dea1""}",review-gf-phase-1-proposal-updated-template-safe.html,safe-global
83,LI.FI,Grants Season 2,Sent,,,200000.0,,http://li.fi/,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-li-fi/3360"", ""L2 Address"": ""0x4D218d77cDdD700565826A31837277e9e2Ea0564""}",external-li.fi.html,lifinance
84,Yearn,Grants Season 2,Sent,,,1000000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-yearn/3509/6,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-yearn/3509/6"", ""L2 Address"": ""0xF5d9D6133b698cE29567a90Ab35CfB874204B3A7""}",ready-gf-phase-1-proposal-yearn.html,yearn
85,Alchemix,Grants Season 2,Sent,,,250000.0,,https://gov.optimism.io/t/ready-gf-phase-1-cycle-8-proposal-alchemix/3764/2,"{""Cycle #"": ""Cycle 8 (Phase 1)"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-cycle-8-proposal-alchemix/3764/2"", ""L2 Address"": ""0xC224bf25Dcc99236F00843c7D8C4194abE8AA94a""}",ready-gf-phase-1-cycle-8-proposal-alchemix.html,alchemix
89,Angle,Grants Season 2,Sent,,,250000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-angle-protocol/2552,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-angle-protocol/2552"", ""L2 Address"": ""0x3245d3204eeb67afba7b0ba9143e8081365e08a6""}",review-gf-phase-1-proposal-angle-protocol.html,angle-protocol
90,InsureDAO,Grants Season 2,Sent,,,100000.0,,https://gov.optimism.io/t/review-gf-phase-1-insuredao/3584,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-insuredao/3584"", ""L2 Address"": ""0x29C8942C7fDDe7fCFB46eb6d0FE62f9dED75361c""}",review-gf-phase-1-insuredao.html,insuredao
