,id,recipient,time,name,status,profile_name,profile_url,metadata_name,metadata_website,project_type,category,address_type,address,chain_id,chain,auto_validation,passed_auto_validation
794,0x30fdd3d38cc84ebcd95ba102b4828f84e65b9b13dfa23fffa47928909364979c,0x575c8A992EC082f3650432dE77c1CbBCCf568200,1725846463,Metaliminal,pending,usersteen.eth,https://warpcast.com/usersteen.eth,Metaliminal,https://metaliminal.org,Other Application,Community & Curation,N/A,,,,Reject - Missing/invalid address,False
795,0x9ba88460dd5879427e9701a2c313c783de8aa495ff837ef987c943a44c247204,0x575c8A992EC082f3650432dE77c1CbBCCf568200,1725848661,Metaliminal's Member Gallery v1,pending,usersteen.eth,https://warpcast.com/usersteen.eth,Metaliminal's Member Gallery v1,https://metaliminal.org,Creator,Art NFTs,mintingWallet,0x400d184b2821641b35f57e049a9a6af7fa8a0d35,,All Superchain,OK,True
796,0x98b8217e917b72e96fd238c572d5369c496987cb9fb4c07631dec2bc1a37bd51,0x575c8A992EC082f3650432dE77c1CbBCCf568200,1725847363,Metaliminal's Onchain Summer v1,pending,usersteen.eth,https://warpcast.com/usersteen.eth,Metaliminal's Onchain Summer v1,https://metaliminal.org,Creator,Art NFTs,mintingWallet,0x400d184b2821641b35f57e049a9a6af7fa8a0d35,,All Superchain,OK,True
797,0xece25c5282ecde03d335631be663697beff758e9de4065702cb8444f759d5850,0xF4ccb69009f70fD3C274e8C8593394fDD23EDda0,1724767075,MetaTdex,pending,gamemaker0,https://warpcast.com/gamemaker0,MetaTdex,https://metaTdex,Other Application,DEX,N/A,,,,Reject - Missing/invalid address,False
798,0x359c4e54a2f3ed496cdaa266791e91fc52b2629586dc9a6260f1757543663dee,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,1724765525,Metronome,pending,greenjeff,https://warpcast.com/greenjeff,Metronome,https://metronome.io/,App,Lending,contract,0xe01df4ac1e1e57266900e62c37f12c986495a618,10.0,OP Mainnet,OK,True
799,0xc1b5ff63d39d3220954a825e9fde0d59d7de9aa81d50afc0e229358e08352bee,0xf68716A5f127BF15454a77832ab0189C18c99200,1724766669,Mfa,pending,mfa,https://warpcast.com/mfa,Mfa,"I published a song on StarMaker, check out my singing now! #Tera Naam#StarMakerListen to 'Tera Naam' I sang! (StarMaker, free online karaoke) https://m.melodistudios.com/a-vue3/playrecording?_sxfo=0&_sxir=false&_sxom=0&app=sm&from_sid=62177186017&guide_type=2&is_convert=true&offline_mode=false&pg_rf_ca_vn=15&pid=share_exp2&recordingId=12666374033926432&share_type=copyLink",Other Application,Channels,N/A,,,,Review - Farcaster App,False
800,0x8816277f7e1ba12fa07490874886519350e10aa987f38427170c55726b274c48,0x0000000000000000000000000000000000000000,1724723983,Micro3,approved,kawz,https://warpcast.com/kawz,Micro3,https://micro3.io/,App,Community & Curation,contract,0xfe6af84f2fa6f2c24c7afb05337f7c2527dd2709,8453.0,Base,OK,True
801,0x02424f4df17325d23aa869e5917ac9880ef37e6620020c7ac574dfb2639a7c54,0xfe860A31A128c7d1FC4Db25D0d67905970124652,1724766381,Micro Gas Turbines,pending,wealthier,https://warpcast.com/wealthier,Micro Gas Turbines,https://rb.gy/e1f5yf,Other Application,Other Category,N/A,,,,Review - Other Category,False
802,0x8678651883aa70ba725628653e6863e71ed95a3d1fd3b764b03508e9731ba99c,0x8036BB84031E60A1bac93078c0e59BbD5E485db9,1724835775,Miguelgarest,pending,miguelgarest.eth,https://warpcast.com/miguelgarest.eth,Miguelgarest,https://zora.co/@0x8036bb84031e60a1bac93078c0e59bbd5e485db9?collection=base%3A0x91c91a1d92d6f013002af7c955025ec9cee5aeb7,Creator,Art NFTs,mintingWallet,0x8036bb84031e60a1bac93078c0e59bbd5e485db9,,All Superchain,OK,True
803,0x5defd199f06a7bd4d03bf49c97e979724a52611fddc9f7eb659dd04155e44990,0x0000000000000000000000000000000000000000,1724724623,Mikemuse1984,pending,kawz,https://warpcast.com/kawz,Mikemuse1984,https://rodeo.club/post/0x0360b65CbC95016FC7c0fBdC92AE5e259ad43239/5,Other Application,Art NFTs,N/A,,,,Reject - Missing/invalid address,False
804,0x2a03b6d63b8e7a15c98a2efb5048a87d132b155042b95dc0ba8eccf78572b7c7,0x6Af6d6B3fBa247129c32544b53106AB3bb772902,1724725385,$MILE,approved,floc,https://warpcast.com/floc,$MILE,https://www.farterminal.io/tokens/38490739-fb98-5662-9e44-3aea0b83fdac,Other Application,Meme Community,N/A,,,,Reject - Missing/invalid address,False
